x1,y1,x2,y2
696.080,289.213,625.330,177.999
697.604,290.426,628.156,175.412
700.063,292.244,634.814,175.899
702.325,293.981,647.878,178.895
703.083,294.629,655.112,180.720
704.233,295.680,659.025,182.068
705.486,295.917,662.702,183.329
716.969,296.872,665.431,184.293
726.263,297.706,668.495,185.222
732.437,297.754,672.562,186.346
738.419,297.829,674.615,187.031
741.549,297.921,674.774,187.405
743.430,298.276,676.769,188.026
746.816,297.994,672.612,188.189
749.508,298.113,667.128,195.076
752.536,297.950,660.906,206.111
756.062,297.624,657.570,212.929
756.993,297.702,655.680,216.533
758.504,297.633,654.013,220.652
759.503,297.770,653.159,223.091
761.280,297.368,644.655,234.821
760.441,297.699,638.083,248.353
763.706,292.460,634.146,257.245
765.306,289.559,631.561,263.295
767.005,287.341,629.540,268.463
770.770,282.485,627.333,273.776
784.341,274.888,625.255,278.861
795.044,268.488,623.773,282.713
802.708,264.298,620.594,286.338
808.314,261.465,614.994,293.725
814.051,258.580,611.608,297.988
816.437,257.266,609.841,300.300
820.377,255.259,605.904,303.651
825.080,253.106,597.506,311.349
827.101,252.115,593.097,315.777
829.723,250.838,588.073,320.431
831.340,250.067,589.205,322.361
832.586,249.408,597.985,337.570
835.656,248.169,606.505,352.564
837.772,247.195,612.495,362.187
840.468,246.089,617.354,370.247
841.921,245.384,621.016,376.462
842.819,245.093,624.373,381.964
843.371,244.746,626.443,385.815
844.746,244.156,629.417,391.166
843.514,244.551,631.646,395.525
847.159,249.899,633.605,399.475
855.038,265.249,635.298,403.004
860.346,275.140,651.030,411.906
863.511,280.926,668.685,423.383
866.138,286.110,681.632,430.934
869.009,291.465,691.247,436.518
871.486,296.235,700.607,441.451
873.397,299.856,708.359,445.567
875.330,303.741,714.332,448.634
876.445,305.961,734.222,445.121
878.048,309.273,758.273,441.109
879.223,311.574,774.654,437.548
880.863,314.764,787.214,434.392
881.799,316.686,797.928,431.402
882.738,318.476,799.528,431.542
881.234,325.067,799.110,433.534
877.883,342.926,800.036,434.949
876.189,351.738,800.642,436.066
874.534,359.663,803.908,435.408
873.124,366.435,807.942,434.567
872.082,370.734,814.171,430.617
871.164,374.622,817.865,428.387
870.834,376.212,820.533,426.715
874.904,384.759,822.334,425.735
883.311,396.450,831.537,433.333
888.017,403.012,850.742,444.436
891.802,408.334,860.436,449.966
894.416,411.711,867.644,453.950
896.887,415.021,873.563,456.957
899.277,418.266,879.235,459.631
901.595,421.226,884.224,461.834
903.490,423.702,890.095,464.569
905.621,424.434,893.125,465.645
914.081,426.529,897.207,467.082
921.132,428.563,900.615,468.336
926.330,429.753,904.712,469.613
930.560,430.745,908.830,471.171
933.470,431.285,911.874,472.007
936.475,431.740,914.630,472.700
938.305,431.915,916.074,472.821
936.640,430.955,918.199,473.430
942.883,424.600,919.725,473.493
947.658,417.808,926.620,469.927
949.523,413.953,939.561,461.130
949.851,412.620,945.943,456.312
949.185,405.766,948.739,452.566
948.519,398.913,951.536,448.820
947.854,392.059,954.332,445.073
947.188,385.205,957.128,441.327
946.522,378.352,959.924,437.581
945.857,371.498,962.720,433.834
945.536,369.602,963.995,431.367
945.288,368.491,964.925,429.682
944.955,367.837,966.340,421.610
945.394,357.318,965.195,407.496
945.037,351.733,964.136,399.384
944.853,348.940,963.083,392.635
948.835,350.323,963.515,387.179
952.816,351.705,963.946,381.724
958.089,351.367,964.378,376.269
963.000,351.000,964.315,369.891
967.000,346.000,964.252,363.513
974.000,338.000,964.189,357.134
982.000,337.000,964.126,350.756
988.000,336.000,964.063,344.378
990.000,336.000,964.000,338.000
995.000,349.000,967.401,338.082
988.649,364.148,967.833,332.627
992.630,365.531,968.265,327.172
994.987,371.540,969.391,323.238
997.343,377.548,970.518,319.304
999.300,382.229,971.887,314.795
1001.156,386.586,973.430,309.749
1002.834,390.250,974.583,305.638
1003.757,392.929,975.366,303.438
1004.249,394.468,979.109,294.008
1008.041,396.832,982.598,286.403
1019.284,404.194,985.651,280.165
1025.951,409.064,988.429,274.191
1029.970,412.114,988.964,271.761
1033.916,414.866,988.794,271.117
1038.014,417.469,984.485,274.421
1040.416,419.274,994.204,284.149
1041.739,420.329,999.359,288.924
1042.976,421.418,1005.829,293.872
1044.039,422.488,1009.341,296.972
1045.409,423.857,1011.004,298.945
1046.150,424.567,1011.799,300.524
1046.756,425.339,1014.988,302.702
1047.390,426.091,1015.845,303.779
1048.854,427.665,1013.798,303.251
1042.267,434.340,1008.272,311.327
1038.681,449.263,1002.722,327.714
1036.080,457.862,1001.043,338.086
1034.233,463.937,999.805,346.242
1032.805,467.698,999.425,353.046
1031.368,471.810,998.803,358.738
1030.491,474.270,998.434,366.138
1029.326,477.403,998.495,370.290
1028.287,480.869,994.742,376.984
1027.810,481.111,986.246,393.763
1027.355,482.819,980.806,405.226
1026.667,484.807,977.063,413.696
1025.749,488.474,974.007,421.031
1024.913,490.874,971.394,427.884
1027.960,492.504,969.233,433.412
1046.898,498.512,967.933,436.718
1058.941,504.741,965.498,440.784
1068.953,510.056,945.142,447.135
1069.011,514.898,915.073,470.462
1063.306,532.441,902.993,487.726
1061.023,541.573,896.249,500.541
1059.521,547.494,892.092,508.590
1057.811,553.927,888.591,517.194
1056.515,559.366,885.702,523.737
1055.291,565.125,883.690,529.039
1054.259,569.370,886.192,542.332
1053.592,572.203,891.238,552.820
1052.848,574.448,894.762,559.507
1052.086,577.215,897.510,564.639
1051.283,580.250,900.124,568.760
1050.761,583.064,902.474,572.839
1049.966,585.918,905.561,577.263
1049.788,586.705,906.591,579.107
1049.071,589.216,907.676,581.073
1049.156,589.794,908.990,583.139
1039.796,597.121,910.506,585.205
1029.824,608.619,912.789,588.358
1021.162,619.048,914.366,590.376
1016.716,624.799,914.846,591.233
1012.565,629.645,915.744,592.391
1010.045,632.933,914.494,592.063
1006.439,637.215,923.262,593.309
1003.509,640.426,930.029,594.082
1000.665,644.128,933.975,594.511
998.668,646.354,935.266,594.354
996.550,648.774,935.241,594.322
994.692,650.758,947.037,589.972
992.918,652.492,954.218,587.746
991.604,653.973,959.019,586.274
988.562,659.273,963.643,584.782
978.768,667.631,966.998,582.519
974.629,671.822,975.579,573.885
970.242,675.979,979.462,570.113
966.653,679.379,982.279,567.171
962.977,682.748,984.796,564.283
958.879,686.528,986.060,563.979
956.343,689.023,991.396,552.819
953.483,691.339,994.838,546.625
952.526,692.302,997.095,542.520
950.100,694.479,998.914,539.145
948.039,696.198,1000.424,538.277
945.696,698.303,994.509,525.365
943.341,700.140,991.411,518.264
941.410,706.003,989.833,514.727
933.871,716.678,989.410,513.409
928.771,724.240,985.203,507.612
925.057,729.598,980.342,498.730
921.783,734.602,977.542,493.587
918.714,739.238,975.611,489.584
916.832,742.213,974.584,487.562
915.132,744.380,975.253,487.917
912.725,747.966,971.073,470.137
910.624,751.389,964.472,457.496
908.964,754.020,960.520,449.275
906.986,756.947,957.397,443.062
906.196,758.140,956.051,440.404
905.159,759.529,954.316,437.158
903.967,761.119,952.640,434.078
902.252,763.748,950.606,430.537
900.938,765.711,949.109,427.824
899.931,767.069,943.521,421.581
899.478,770.928,935.370,415.784
898.863,777.319,930.510,412.274
897.961,781.153,926.813,409.910
897.917,784.096,929.035,409.946
897.489,787.803,914.570,412.733
897.160,791.990,910.535,413.694
896.888,793.016,904.871,426.898
896.292,791.485,900.146,438.390
901.023,784.082,897.176,445.955
911.407,777.329,894.815,452.792
919.453,772.714,892.688,458.607
926.775,769.165,891.050,462.770
931.922,766.588,890.058,465.216
935.750,764.794,888.663,468.246
939.420,763.149,887.468,471.008
943.399,761.539,885.902,474.434
946.575,760.380,886.040,473.031
949.874,759.070,891.686,485.066
950.657,758.724,896.404,494.287
953.471,757.772,898.472,499.334
955.451,756.973,900.080,503.485
961.468,753.465,900.234,504.366
951.531,741.252,910.647,513.638
942.767,724.466,915.759,518.180
936.880,712.594,917.414,520.034
932.154,703.440,919.271,522.032
928.055,695.087,926.920,527.293
924.404,688.059,933.664,532.105
921.089,681.393,938.360,535.624
918.236,675.893,942.352,538.759
916.249,672.206,944.203,539.890
914.288,668.591,946.903,542.027
912.100,664.323,949.199,543.647
909.752,660.074,951.567,545.377
907.734,656.216,953.813,546.985
906.441,653.702,955.561,548.314
905.160,651.738,965.474,545.452
903.444,648.445,981.504,539.314
902.387,646.422,991.246,535.598
900.499,643.023,997.913,532.809
894.976,632.858,1005.484,529.890
892.305,626.636,1006.785,528.209
890.300,621.978,1010.159,531.171
888.514,617.816,1015.129,537.555
887.230,614.746,1017.010,541.842
885.886,611.124,1018.798,545.744
884.286,607.092,1017.506,553.601
883.444,604.600,1013.084,569.610
882.712,602.505,1011.764,576.340
882.018,600.569,1010.945,582.906
880.181,596.545,1008.343,588.444
876.152,587.771,1003.100,602.151
873.234,579.588,1000.746,610.160
871.206,574.067,998.840,616.566
869.914,570.105,997.773,620.749
868.772,566.604,996.934,624.077
868.002,563.837,995.980,627.798
867.080,560.644,995.782,629.641
866.073,557.259,993.941,637.163
864.975,553.476,990.300,646.895
864.933,552.016,988.227,652.820
865.346,552.127,986.919,656.606
864.721,550.224,985.135,661.189
862.806,545.003,983.533,666.088
861.363,540.515,974.982,677.327
858.483,539.938,969.166,686.362
842.276,540.841,963.009,694.386
829.923,540.771,960.656,697.599
821.653,540.811,957.228,702.012
815.141,540.804,953.650,705.865
808.464,540.801,949.640,710.376
802.491,540.797,947.394,713.017
799.360,540.757,944.259,716.261
796.018,540.788,942.859,718.135
791.687,540.764,940.933,719.956
788.348,540.910,939.838,721.574
785.473,540.877,926.130,728.442
782.453,541.058,916.335,733.427
779.974,541.013,910.153,736.126
778.725,541.131,908.445,737.717
776.811,541.035,901.739,740.225
774.963,540.742,899.952,741.042
772.630,544.279,890.875,744.649
765.341,557.077,888.053,744.632
760.861,566.016,865.658,740.524
758.257,571.517,850.505,739.801
756.066,576.423,838.409,739.248
754.138,580.599,830.136,738.650
752.336,585.277,823.239,738.471
750.723,589.077,815.858,737.956
749.413,592.574,808.954,737.769
748.720,593.932,805.545,737.770
748.394,596.612,800.106,737.561
746.838,613.089,797.156,737.544
745.502,625.048,791.369,737.397
744.796,633.588,787.293,737.159
744.220,641.456,784.215,737.068
743.824,647.555,782.909,737.209
743.507,652.160,787.166,737.944
743.322,655.787,784.079,739.272
742.890,659.841,778.646,737.990
742.806,665.104,774.979,737.015
742.600,667.997,774.558,737.887
742.639,671.433,771.404,736.672
742.798,674.491,767.647,733.150
742.727,677.113,765.240,730.679
742.622,677.202,763.948,729.396
742.516,677.291,762.656,728.114
737.669,684.613,751.853,732.650
735.244,691.543,725.641,737.856
733.781,695.695,710.545,739.236
732.322,699.636,699.384,739.966
731.443,701.909,690.382,740.396
730.404,704.951,681.877,740.436
729.266,707.441,674.481,740.275
730.183,704.380,668.809,740.380
732.650,708.613,662.719,739.968
738.154,715.545,658.410,739.741
741.422,718.653,652.805,739.557
744.469,721.895,648.457,739.104
746.836,724.443,644.427,738.952
748.275,725.930,640.894,738.699
749.413,727.137,636.801,733.696
749.917,727.648,624.569,717.061
750.654,728.926,617.329,706.932
753.046,744.030,612.024,698.601
754.005,751.480,607.315,690.705
754.190,756.890,604.691,686.398
754.486,760.830,602.109,681.893
754.649,765.372,599.698,677.599
754.448,771.599,597.329,673.114
752.255,775.484,594.930,668.439
745.588,779.645,593.021,664.971
741.292,782.163,591.766,662.623
737.676,784.184,590.530,660.611
734.845,785.787,589.637,659.034
732.209,787.432,587.741,655.057
729.951,788.527,586.913,648.840
728.045,789.233,584.422,628.439
726.385,789.876,582.801,615.937
725.430,790.154,581.478,606.710
724.880,790.126,580.624,600.215
722.422,791.353,579.827,593.451
721.825,791.438,578.706,585.006
722.150,791.300,578.452,579.663
718.693,787.490,577.904,576.324
712.148,782.728,577.515,571.788
708.177,779.332,577.312,569.484
704.496,776.511,576.691,565.053
702.256,774.452,566.567,552.454
699.269,772.212,557.293,540.296
698.298,771.138,551.914,533.296
695.109,769.882,547.288,527.566
685.103,764.052,543.309,522.444
677.604,759.163,540.374,518.811
672.243,755.515,536.423,513.818
667.742,752.539,533.286,509.937
664.066,750.113,531.049,507.149
662.842,749.120,530.197,506.128
660.939,748.020,525.545,501.784
660.598,748.189,519.879,495.340
659.789,736.141,515.712,490.710
660.580,721.615,512.922,487.468
661.147,713.905,509.556,483.560
661.551,708.514,506.136,479.491
661.825,703.767,503.116,476.184
662.061,702.938,501.322,474.398
663.428,701.973,499.513,472.488
665.162,698.820,502.521,463.676
666.408,697.207,508.202,443.413
666.962,697.231,511.744,432.557
669.068,691.821,514.356,424.698
672.979,683.171,516.666,417.576
675.738,677.333,518.929,410.714
677.465,672.094,520.975,404.477
679.306,667.688,522.406,400.142
675.131,660.527,523.319,397.073
670.421,649.531,524.377,393.325
667.456,642.666,525.561,389.521
664.662,636.549,526.432,386.216
662.281,631.929,526.875,384.070
659.887,627.461,530.352,379.790
659.074,625.719,534.579,371.159
656.960,622.250,537.628,365.341
655.930,620.616,540.239,360.469
652.088,615.782,542.149,356.917
644.322,604.498,545.407,350.749
638.858,596.541,550.073,349.774
635.002,591.228,566.589,344.606
631.582,586.682,576.930,341.065
628.753,582.810,584.586,338.578
625.311,578.143,591.410,336.501
622.519,574.395,597.436,334.689
619.429,565.363,601.695,333.501
613.282,550.493,606.276,332.156
609.888,541.688,608.690,331.669
606.991,533.965,612.993,330.456
604.490,526.303,615.410,329.817
602.322,520.256,620.174,328.594
600.677,515.436,622.082,328.273
599.191,511.232,623.882,327.878
598.868,511.548,626.073,327.273
596.078,507.450,628.245,326.704
591.387,499.471,631.326,325.944
588.987,495.707,633.413,325.550
587.474,492.844,635.938,325.004
583.512,487.157,639.051,318.771
579.930,482.298,648.865,305.728
577.153,478.081,654.650,297.373
581.198,472.140,659.605,289.502
587.161,456.356,663.606,283.314
591.894,445.200,666.352,278.912
595.448,437.615,668.873,274.675
597.891,432.034,670.809,271.371
600.624,426.470,672.886,267.879
602.817,421.625,674.980,264.001
605.216,416.281,676.858,260.815
607.019,412.383,678.318,258.071
607.993,410.094,679.489,256.104
609.002,407.455,680.038,255.367
611.055,400.386,680.110,252.439
613.432,381.306,672.964,240.882
615.612,367.123,665.972,229.171
616.860,357.908,661.923,223.471
617.965,350.381,658.942,219.036
618.757,344.368,656.724,215.881
619.568,337.100,654.687,212.885
620.157,331.216,651.666,208.911
621.883,325.405,648.635,205.167
631.443,308.944,646.407,202.123
636.921,297.918,645.361,200.693
640.528,290.818,644.795,199.964
644.284,284.048,643.383,198.227
647.478,278.086,641.749,196.216
650.578,272.730,639.785,193.784
652.652,269.082,638.284,192.096
653.502,267.504,638.411,192.222
650.823,262.145,637.358,190.862
646.754,249.319,636.933,190.290
644.341,241.683,636.637,189.668
642.268,235.576,618.819,189.476
640.886,230.471,601.893,191.688
640.112,227.355,592.277,193.549
639.714,225.356,585.668,194.904
638.792,221.963,578.323,196.383
638.170,219.408,573.063,197.468
636.915,215.724,567.693,198.563
636.564,214.141,563.279,199.558
636.103,212.799,558.622,200.464
636.702,213.530,556.208,200.810
631.347,211.404,553.304,201.463
620.687,208.044,550.088,204.065
610.028,204.683,546.044,206.533
599.369,201.323,542.000,209.000
588.709,197.963,540.439,211.871
584.655,196.726,535.576,221.004
580.600,195.490,530.713,230.136
576.546,194.254,525.851,239.268
572.492,193.018,520.988,248.400
568.277,191.892,518.517,253.694
566.200,191.306,516.334,258.544
564.287,190.760,514.609,262.244
561.957,190.090,513.465,264.729
558.919,189.321,512.035,267.768
556.656,188.620,510.418,272.057
553.976,187.981,509.371,275.038
551.304,187.290,508.144,277.913
554.376,188.156,507.467,279.709
559.903,187.360,506.852,281.136
567.966,182.615,506.085,283.198
575.309,176.170,505.097,286.675
581.177,170.823,504.540,287.885
585.461,167.042,503.817,289.963
587.321,165.233,503.237,291.410
589.682,162.495,505.588,295.000
593.048,163.259,515.193,312.601
614.575,166.929,520.938,322.924
626.484,169.051,525.693,330.528
633.989,170.898,529.783,337.217
639.056,171.981,532.769,341.931
644.738,173.389,535.497,345.655
648.092,174.344,538.295,349.903
653.292,175.993,540.998,353.573
657.022,177.216,544.142,357.939
661.556,178.935,546.143,360.368
662.797,179.480,547.730,362.603
662.415,180.376,557.211,363.050
672.846,200.783,577.614,360.723
678.644,212.814,589.759,359.203
681.984,219.881,598.346,357.954
685.108,226.675,605.332,356.834
687.696,231.931,611.343,356.023
689.824,236.162,616.585,355.080
692.269,241.289,621.542,354.305
693.662,243.858,626.766,353.471
695.637,247.695,630.964,352.767
697.369,250.755,634.980,352.162
698.924,253.383,638.623,351.593
700.036,255.245,643.984,347.817
701.577,257.814,661.673,337.222
702.820,259.374,673.059,330.146
702.948,257.393,682.333,324.416
697.552,260.976,694.995,328.811
687.193,269.246,715.154,338.718
683.569,272.381,726.871,343.229
679.875,276.009,736.697,346.447
676.263,279.061,745.457,349.145
672.865,282.043,752.350,351.073
671.229,283.264,759.276,352.944
669.422,284.388,765.238,354.643
667.966,285.011,765.902,354.920
666.138,285.875,769.504,354.658
664.329,286.453,773.191,355.321
661.727,287.673,778.417,355.566
659.935,288.023,784.916,356.868
659.882,287.091,794.030,356.862
661.927,291.321,800.519,357.201
661.476,304.694,807.822,357.167
661.911,311.437,813.063,357.610
662.471,315.491,819.858,358.164
663.006,319.187,820.658,353.494
663.634,324.308,831.598,339.183
664.103,324.711,837.599,331.918
664.456,325.956,843.020,325.233
667.123,327.286,846.954,320.128
680.398,335.926,851.191,315.029
688.330,339.922,854.132,311.196
692.944,342.224,855.985,308.744
697.616,344.541,857.745,306.601
701.281,346.352,859.519,304.310
705.025,348.328,861.962,301.219
708.214,350.018,863.599,301.227
711.814,351.964,884.503,306.236
713.636,352.946,895.736,309.326
718.404,353.612,904.114,311.922
729.181,358.168,909.892,313.838
737.486,361.401,915.494,315.727
744.750,363.853,921.586,317.945
748.789,366.451,925.923,319.669
752.055,368.607,929.303,320.920
755.120,370.417,932.456,322.037
758.244,372.202,935.267,323.173
761.004,373.699,939.688,324.719
765.152,373.849,946.070,334.555
783.617,370.140,954.929,351.208
795.259,367.939,959.791,360.714
803.701,366.098,962.992,366.819
810.389,364.408,965.972,373.177
816.757,362.675,968.466,378.476
823.246,360.799,971.091,384.440
828.683,359.155,973.245,389.412
831.707,358.191,974.744,392.703
835.365,356.818,976.202,395.896
838.247,355.805,977.103,397.865
841.157,354.817,979.085,402.866
844.258,353.679,978.576,420.231
846.741,352.885,979.275,434.105
848.130,352.357,979.481,443.622
850.764,351.373,979.536,450.127
852.202,350.890,979.782,455.366
853.031,352.325,979.724,461.145
870.804,358.390,979.901,465.966
880.001,362.104,979.859,470.530
887.225,365.699,979.832,474.822
891.158,367.866,979.893,476.645
895.192,370.023,979.737,482.621
899.644,372.706,979.500,484.917
903.616,375.162,978.951,488.912
905.042,376.253,979.341,492.637
915.227,381.435,970.835,507.043
922.374,386.039,965.291,521.721
927.003,388.978,961.442,532.032
932.326,392.172,957.702,541.116
937.106,395.005,954.693,549.041
941.006,397.414,952.094,555.267
944.621,399.579,949.984,560.671
947.206,400.969,948.022,565.480
948.803,405.767,946.471,569.218
951.842,413.254,944.839,573.309
954.724,420.703,943.714,575.535
956.630,426.223,937.972,578.567
958.147,430.234,933.023,580.983
958.918,432.434,928.732,582.799
959.570,434.631,924.424,585.411
960.851,437.441,922.247,597.450
965.370,452.354,918.905,610.091
967.962,464.613,916.692,618.841
969.917,474.623,914.974,625.909
971.046,479.701,913.393,632.224
971.745,483.671,912.370,636.282
973.103,490.836,911.310,640.211
973.826,495.880,910.219,644.378
974.347,499.789,908.815,649.103
974.795,504.274,907.634,652.998
975.096,506.185,900.787,663.507
975.412,509.855,892.403,681.352
975.348,512.275,886.445,693.932
975.640,516.992,882.013,703.229
975.834,519.456,877.941,711.957
966.443,533.808,874.737,718.800
958.006,547.233,872.268,723.978
952.085,556.261,870.110,728.606
947.688,563.413,867.560,734.155
943.524,569.921,865.241,739.240
940.120,575.282,863.256,743.841
937.221,580.207,861.443,747.594
935.178,583.582,860.192,750.437
933.388,586.830,858.966,753.217
921.442,598.397,857.266,756.894
909.964,611.022,855.477,760.847
902.283,619.353,836.486,774.264
896.160,625.985,823.070,786.454
890.880,631.542,814.472,794.165
887.351,635.305,808.501,799.630
882.846,640.015,802.011,805.867
879.053,644.018,796.842,810.603
874.604,648.841,790.980,816.310
871.632,651.938,786.967,820.276
869.819,654.123,783.858,822.972
867.335,656.464,781.060,825.529
865.295,658.822,777.722,828.726
862.209,662.103,774.499,831.930
857.818,669.051,771.660,834.879
843.354,682.871,768.476,838.048
833.131,691.489,767.332,838.771
825.395,697.933,764.047,841.461
819.345,702.965,749.730,841.397
813.292,707.761,734.668,841.538
807.810,712.332,724.008,841.221
803.262,715.954,718.660,840.972
799.353,719.415,712.665,840.601
796.876,721.241,708.582,839.909
794.141,723.679,703.628,839.469
787.629,726.449,686.884,834.888
773.553,732.565,669.700,832.372
764.742,736.507,657.503,830.938
759.363,739.318,650.004,829.730
755.633,741.188,641.837,828.565
752.538,742.715,635.680,827.782
748.146,744.920,630.379,826.919
745.303,746.113,624.314,826.162
743.217,747.260,617.923,825.860
738.911,752.307,613.419,825.018
734.610,757.211,611.032,825.032
732.325,759.967,605.142,824.363
728.796,764.028,603.282,823.909
724.748,769.155,597.493,823.365
725.272,770.486,584.217,811.788
708.214,779.614,569.064,800.137
697.768,786.441,560.222,792.886
691.281,790.627,552.180,785.997
685.381,794.349,545.691,780.193
680.444,797.619,539.562,774.489
676.903,799.519,534.006,769.098
672.941,809.329,530.801,766.266
668.500,823.122,527.411,763.112
666.222,830.485,524.429,760.250
664.119,836.747,521.007,756.868
662.703,840.980,517.704,753.375
659.618,843.567,509.228,747.893
642.375,841.053,497.348,737.120
631.741,840.153,489.916,730.904
623.146,839.890,483.050,724.946
617.260,839.514,476.525,719.452
611.326,839.547,470.557,714.427
605.967,837.224,466.218,710.846
592.862,826.264,462.646,707.510
581.610,818.941,459.692,705.238
574.607,814.119,457.336,703.080
568.356,809.641,453.331,699.856
562.157,805.262,450.539,697.320
556.872,801.439,447.140,694.513
553.447,798.960,444.103,684.111
550.635,796.644,437.372,664.959
547.411,794.114,433.717,652.058
543.695,791.125,430.838,641.877
540.421,788.236,428.820,634.170
537.415,785.573,426.989,626.634
526.671,779.604,425.516,621.010
518.650,773.684,424.442,616.671
512.466,769.247,423.365,612.535
506.373,764.922,422.222,608.076
500.879,761.263,419.742,601.643
495.855,758.112,406.071,575.289
492.397,756.011,397.086,554.980
488.235,751.391,390.961,541.264
482.570,735.144,385.657,529.649
478.129,725.090,381.107,519.697
474.540,716.980,376.970,510.645
471.948,709.491,373.478,503.125
470.395,704.030,372.847,490.103
469.512,699.497,376.714,457.491
469.025,694.879,379.376,436.551
468.634,691.141,381.533,420.234
468.191,685.552,383.603,405.228
468.342,683.469,385.345,393.111
465.572,674.101,386.724,383.075
464.120,664.782,382.718,372.102
463.390,658.800,372.502,353.014
462.760,653.279,365.683,340.230
462.310,648.585,360.202,330.408
461.747,643.679,355.496,321.807
461.045,639.247,351.304,315.312
461.260,638.637,340.275,318.234
460.915,635.639,329.611,323.358
460.593,632.684,321.943,327.042
461.025,630.686,315.911,329.862
464.013,621.090,310.969,332.178
465.408,615.175,307.937,333.652
466.641,610.481,310.719,333.034
467.336,608.057,315.375,332.952
469.713,600.672,315.413,329.164
468.023,592.364,312.439,322.143
456.772,569.091,315.298,321.362
450.325,553.221,329.566,307.878
446.180,542.411,337.924,298.608
443.263,534.541,343.322,292.112
440.266,526.169,347.858,286.250
437.572,518.193,351.148,281.895
435.647,511.975,361.608,270.092
433.840,506.033,368.624,261.020
432.299,500.431,376.175,251.373
431.275,497.411,381.151,244.923
430.138,493.045,385.776,238.503
428.982,488.409,389.693,233.043
426.210,481.844,392.637,228.615
423.299,470.148,399.115,222.254
420.989,462.552,405.829,215.038
419.289,455.737,410.253,209.808
417.873,450.914,414.593,204.872
416.360,444.899,418.124,200.814
415.409,440.577,421.244,197.312
414.730,437.172,424.259,193.913
414.290,434.572,425.875,192.268
413.673,431.378,435.564,191.006
413.104,428.429,456.622,188.364
412.417,424.929,467.633,186.511
411.595,421.155,476.378,185.058
414.699,413.834,482.632,184.046
420.367,394.085,486.655,183.986
423.419,383.609,486.175,183.937
426.323,374.776,486.828,173.726
429.333,366.147,486.786,169.244
431.491,359.622,486.100,161.964
433.375,354.016,484.508,164.427
438.903,342.620,470.401,166.669
443.940,328.511,460.441,166.903
447.465,318.920,456.267,167.061
450.014,311.266,451.425,166.636
452.740,303.887,446.374,165.620
455.205,297.016,443.910,165.269
456.841,293.546,443.732,165.334
458.996,289.148,446.482,166.325
460.270,286.997,451.729,166.753
462.975,282.298,445.579,183.575
465.132,278.887,441.600,192.991
467.342,275.595,438.838,198.468
469.021,273.772,437.314,201.697
470.602,272.096,436.786,203.406
474.006,270.877,435.343,205.848
504.364,263.917,434.272,208.127
522.748,257.234,433.228,210.787
535.884,251.711,432.150,213.502
544.752,248.050,433.172,213.411
552.670,244.350,432.989,214.827
558.891,241.304,434.245,217.576
566.044,237.288,446.001,243.321
570.969,234.596,453.713,259.418
577.065,231.228,459.312,270.404
577.044,227.790,463.623,278.707
577.543,219.342,467.205,285.585
577.102,213.312,470.625,292.136
576.431,208.417,473.926,298.479
575.777,204.172,477.037,304.327
574.995,200.902,479.458,309.083
574.481,198.493,481.083,312.416
574.439,197.859,481.116,312.933
573.913,196.580,492.454,314.648
573.193,193.885,507.822,314.374
572.642,191.875,515.462,313.569
572.211,190.252,519.505,312.962
571.905,189.270,522.856,312.625
572.164,188.561,522.373,312.695
565.371,183.665,530.058,305.557
557.143,177.459,536.151,292.929
548.698,171.312,539.136,286.185
544.186,168.362,541.152,281.552
540.036,165.768,542.607,278.310
537.506,164.252,543.479,276.600
535.335,163.072,544.786,274.371
532.707,161.088,546.149,271.980
526.169,163.719,545.729,268.220
515.812,172.060,538.180,256.310
509.167,176.900,533.544,247.918
505.633,179.392,530.873,243.115
502.412,181.788,528.842,239.506
498.388,184.335,526.895,236.099
494.274,187.086,524.225,231.698
491.058,189.179,522.777,229.447
490.701,188.984,523.112,231.177
483.340,195.767,526.999,225.195
475.375,202.870,532.018,218.720
468.963,207.933,535.489,214.496
464.526,211.957,538.215,210.947
461.034,215.077,539.986,209.230
458.548,217.627,541.083,208.219
456.812,219.665,541.761,207.558
453.741,222.682,542.608,207.179
451.974,224.771,543.392,205.613
449.980,226.999,548.446,205.349
452.374,254.274,561.884,207.032
458.864,289.622,567.966,207.871
464.990,311.781,572.726,208.448
469.975,328.207,575.439,208.870
474.524,342.356,580.720,208.982
478.275,354.386,584.359,209.053
481.183,363.422,586.462,209.378
483.750,371.433,587.307,209.737
485.879,378.376,589.147,209.804
488.078,384.988,591.183,209.837
489.645,390.381,592.346,214.113
491.839,397.018,591.674,225.992
493.551,402.544,590.500,234.520
495.007,407.020,589.662,239.701
496.220,411.308,589.307,244.131
497.062,413.963,588.820,247.617
498.480,418.613,589.165,250.662
497.187,419.666,589.203,251.930
510.055,427.181,583.739,266.010
521.872,433.214,581.597,277.321
531.878,437.446,580.028,286.183
539.358,440.269,579.388,292.312
545.313,442.403,578.520,298.709
551.513,444.541,577.932,304.556
555.718,445.879,577.796,308.835
560.040,447.250,577.388,312.899
562.847,448.237,577.626,315.295
566.959,449.396,577.622,318.691
569.919,450.330,577.626,322.503
573.364,451.167,577.552,326.166
576.262,451.990,577.784,328.896
577.829,452.625,578.195,331.171
580.335,453.108,578.365,333.971
582.009,453.848,578.961,335.168
581.103,453.656,579.272,337.533
589.776,451.855,579.733,340.543
597.967,448.023,571.826,347.517
601.944,446.044,560.007,358.395
605.262,444.282,552.659,365.714
607.754,443.042,547.145,371.167
