x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
2502.702,1404.812,2613.345,1125.020,2964.870,1590.696,2486.048,1432.453,2583.859,1586.327,2838.975,1311.748,2887.711,1702.657,2863.393,1286.003,2808.083,1722.578,2440.023,1284.478
2505.064,1413.354,2612.220,1125.071,2972.716,1592.074,2495.822,1432.565,2586.937,1589.715,2815.218,1301.281,2890.087,1704.670,2852.980,1287.071,2810.712,1726.163,2439.701,1287.056
2507.426,1421.896,2611.599,1125.279,2980.552,1593.617,2505.596,1432.676,2590.562,1593.456,2799.007,1295.283,2891.608,1706.099,2844.708,1288.074,2813.386,1729.662,2439.441,1288.590
2509.788,1430.438,2610.727,1125.277,2986.095,1594.550,2515.370,1432.788,2593.877,1596.721,2782.796,1289.286,2895.793,1708.997,2836.437,1289.078,2815.919,1733.237,2439.370,1288.436
2512.150,1438.980,2609.761,1125.187,2991.498,1595.400,2525.144,1432.900,2600.029,1600.708,2766.586,1283.288,2899.013,1711.014,2828.165,1290.082,2818.270,1736.206,2437.614,1299.224
2514.511,1447.522,2608.128,1125.419,2996.238,1596.155,2534.917,1433.012,2619.157,1604.215,2750.375,1277.291,2899.905,1712.140,2819.894,1291.085,2823.581,1739.030,2438.733,1312.789
2516.873,1456.065,2607.929,1125.312,3000.240,1596.956,2544.691,1433.123,2636.028,1608.458,2734.164,1271.293,2901.146,1713.320,2811.622,1292.089,2836.729,1746.110,2443.096,1325.215
2519.235,1464.607,2606.740,1125.329,3004.153,1597.661,2554.465,1433.235,2650.237,1612.232,2722.984,1268.122,2903.988,1715.201,2805.542,1292.816,2851.608,1757.494,2446.550,1333.886
2521.597,1473.149,2606.120,1125.273,3007.418,1598.084,2564.239,1433.347,2662.938,1615.454,2713.286,1265.264,2908.866,1718.303,2799.440,1293.575,2862.468,1765.242,2450.410,1343.832
2523.959,1481.691,2606.150,1125.150,3011.131,1598.835,2574.013,1433.459,2673.646,1618.259,2703.677,1262.992,2909.244,1718.707,2794.276,1294.261,2872.727,1772.732,2453.389,1351.331
2526.321,1490.233,2605.046,1125.018,3014.867,1599.598,2583.786,1433.570,2683.019,1620.376,2695.085,1260.578,2909.727,1718.974,2789.579,1294.930,2880.294,1778.305,2456.279,1358.713
2527.048,1496.890,2605.279,1124.995,3016.812,1599.911,2591.748,1433.236,2692.019,1622.621,2687.931,1258.755,2920.116,1719.915,2784.748,1295.720,2887.519,1783.950,2458.600,1364.613
2527.906,1503.143,2605.775,1124.716,3019.773,1600.661,2597.568,1433.184,2699.265,1624.372,2680.610,1256.989,2932.140,1715.785,2777.315,1300.494,2893.336,1788.443,2460.767,1370.463
2528.584,1508.779,2604.737,1124.768,3025.385,1600.462,2605.552,1434.887,2706.117,1626.047,2673.627,1255.238,2943.650,1711.847,2765.144,1313.477,2899.024,1792.775,2463.241,1376.088
2529.520,1514.639,2604.545,1124.844,3028.353,1594.242,2616.857,1455.683,2713.031,1627.576,2669.370,1255.271,2953.815,1708.607,2752.408,1327.726,2904.576,1797.185,2465.534,1381.786
2530.103,1518.767,2604.214,1124.578,3026.207,1579.173,2627.764,1477.842,2718.352,1629.039,2652.956,1260.317,2961.854,1705.827,2741.926,1339.818,2909.238,1800.746,2467.194,1386.309
2530.623,1525.027,2604.804,1124.421,3023.090,1564.142,2638.907,1497.974,2724.694,1630.523,2631.230,1270.582,2968.866,1703.360,2734.090,1349.901,2913.369,1804.040,2468.967,1390.235
2531.399,1527.342,2604.505,1124.417,3019.445,1547.199,2647.892,1514.306,2730.132,1631.603,2611.947,1280.971,2974.532,1701.062,2728.296,1357.460,2917.483,1807.246,2470.813,1394.866
2531.541,1532.728,2603.122,1124.564,3014.791,1533.329,2655.576,1527.407,2735.179,1632.780,2595.028,1293.855,2981.229,1698.357,2721.417,1366.910,2921.963,1810.626,2472.181,1398.469
2532.487,1536.039,2603.662,1124.364,3010.528,1522.063,2662.669,1539.147,2737.816,1633.173,2583.493,1303.092,2986.572,1696.236,2715.127,1375.301,2923.278,1812.020,2473.669,1402.374
2532.592,1539.672,2603.168,1124.430,3006.742,1511.931,2669.085,1549.224,2740.914,1633.983,2572.917,1311.715,2990.572,1694.716,2710.734,1381.276,2928.434,1816.284,2475.149,1406.104
2532.840,1542.084,2603.302,1124.414,3002.938,1502.650,2674.869,1558.480,2745.465,1634.904,2564.051,1319.252,2995.067,1693.091,2705.111,1388.193,2931.010,1818.157,2476.517,1410.009
2532.267,1552.133,2602.626,1124.290,2999.708,1495.093,2680.306,1566.965,2749.502,1635.755,2556.713,1325.580,3000.082,1689.866,2700.664,1395.005,2933.905,1820.644,2477.449,1413.153
2531.014,1565.828,2601.880,1124.459,2996.870,1487.949,2685.020,1574.786,2752.871,1636.594,2548.933,1332.537,2997.736,1681.190,2698.329,1404.605,2935.461,1822.045,2478.604,1416.398
2530.993,1578.185,2602.604,1124.222,2993.764,1481.203,2689.090,1581.196,2754.979,1637.079,2543.935,1339.319,2987.665,1667.285,2697.192,1418.511,2939.104,1825.063,2479.518,1419.240
2529.913,1589.767,2602.493,1124.166,2991.527,1475.267,2693.330,1588.009,2759.415,1637.965,2540.824,1355.905,2979.169,1652.647,2696.406,1433.741,2939.941,1826.067,2480.380,1421.921
2528.541,1599.350,2602.518,1124.160,2988.734,1469.279,2696.477,1593.341,2761.445,1638.478,2540.623,1373.697,2973.211,1641.528,2696.871,1446.002,2943.423,1828.974,2481.158,1424.469
2526.589,1609.064,2602.771,1124.078,2986.733,1464.248,2700.215,1599.576,2765.101,1639.389,2541.117,1390.069,2966.080,1630.651,2698.003,1458.588,2946.409,1831.486,2482.005,1427.426
2524.585,1618.118,2603.159,1123.922,2984.754,1459.644,2703.394,1604.683,2768.355,1640.085,2542.795,1402.925,2960.372,1621.668,2698.756,1467.168,2946.405,1831.690,2482.547,1429.541
2522.951,1625.276,2602.101,1124.123,2982.401,1454.423,2705.806,1610.379,2771.929,1642.242,2544.251,1412.940,2955.131,1613.509,2699.361,1475.455,2948.764,1833.987,2483.121,1432.018
2521.225,1632.321,2601.964,1124.104,2980.365,1449.726,2708.219,1616.074,2775.504,1644.399,2545.875,1423.109,2950.423,1606.113,2700.370,1483.610,2950.560,1835.570,2483.518,1434.046
2519.932,1638.449,2601.431,1124.133,2978.848,1446.115,2711.479,1631.030,2781.889,1657.898,2547.328,1432.513,2946.531,1599.618,2701.093,1490.156,2952.281,1837.143,2484.043,1436.215
2518.757,1644.176,2602.330,1124.050,2976.964,1442.044,2715.183,1641.683,2786.222,1672.353,2548.684,1440.974,2943.167,1593.916,2701.702,1495.953,2953.778,1838.643,2484.608,1438.979
2517.731,1648.526,2601.941,1123.889,2975.289,1438.200,2719.104,1651.551,2789.367,1684.629,2549.619,1448.067,2939.876,1588.075,2702.523,1502.508,2954.909,1839.815,2484.893,1440.767
2516.803,1653.928,2602.547,1123.281,2973.711,1435.028,2722.575,1658.711,2791.384,1693.125,2550.609,1454.410,2937.032,1583.311,2703.294,1507.991,2957.144,1842.206,2485.348,1442.739
2515.729,1660.039,2605.997,1120.032,2971.987,1431.384,2726.483,1666.393,2793.460,1702.753,2551.890,1462.619,2933.615,1578.111,2703.680,1512.089,2958.878,1850.408,2485.668,1444.549
2515.085,1664.443,2611.254,1114.007,2970.495,1428.428,2729.751,1672.559,2794.829,1710.618,2552.885,1468.243,2932.065,1575.036,2704.331,1517.245,2959.736,1862.273,2485.821,1446.327
2514.330,1667.517,2616.304,1107.918,2968.929,1425.606,2732.745,1678.386,2796.316,1718.631,2553.913,1473.784,2929.165,1569.999,2704.902,1521.747,2960.793,1870.671,2486.853,1450.071
2513.929,1672.151,2619.679,1103.978,2967.509,1422.741,2735.086,1682.728,2797.299,1721.455,2554.591,1477.379,2926.710,1566.137,2705.271,1525.283,2961.344,1877.592,2485.415,1465.780
2513.398,1676.517,2623.436,1099.498,2965.735,1419.586,2737.463,1687.445,2798.413,1727.813,2555.937,1484.275,2924.341,1562.073,2705.773,1529.937,2961.531,1883.091,2485.296,1483.125
2512.688,1678.908,2625.425,1096.754,2964.572,1417.238,2739.648,1692.462,2799.428,1732.971,2557.140,1488.114,2922.631,1558.805,2706.249,1533.073,2961.571,1889.092,2486.126,1498.564
2512.298,1689.057,2627.435,1093.798,2963.016,1414.717,2741.456,1696.057,2800.173,1737.421,2563.497,1499.795,2921.163,1555.932,2706.699,1537.344,2961.135,1893.257,2486.572,1511.695
2514.427,1702.363,2629.779,1090.601,2961.874,1412.424,2743.379,1700.194,2799.746,1751.764,2571.800,1514.454,2919.300,1552.767,2706.849,1539.913,2961.037,1897.329,2487.088,1523.891
2517.195,1713.594,2631.292,1088.565,2960.520,1410.402,2744.772,1703.172,2800.537,1770.468,2577.268,1527.688,2918.007,1550.415,2707.427,1543.666,2960.363,1901.551,2487.564,1534.527
2519.752,1723.571,2633.385,1085.443,2958.852,1407.678,2746.343,1706.948,2801.515,1787.612,2581.428,1538.160,2916.483,1547.479,2708.001,1547.817,2947.912,1900.787,2487.704,1543.841
2521.734,1731.699,2634.838,1083.750,2957.847,1406.269,2747.746,1710.111,2802.237,1802.527,2585.312,1548.717,2915.081,1544.770,2708.438,1550.715,2925.165,1893.713,2487.837,1550.701
2523.688,1739.893,2636.352,1081.020,2956.811,1404.450,2748.601,1712.342,2803.466,1814.485,2588.553,1557.702,2913.853,1542.404,2708.722,1552.862,2903.977,1888.611,2488.008,1557.630
2525.192,1747.096,2637.035,1079.963,2955.368,1402.270,2749.744,1715.524,2804.542,1827.903,2591.629,1566.625,2912.980,1540.895,2709.430,1557.433,2883.360,1883.480,2488.115,1564.259
2526.727,1752.881,2637.949,1078.731,2954.199,1400.658,2750.597,1718.050,2805.433,1837.682,2593.863,1573.632,2911.398,1537.523,2712.750,1564.529,2866.618,1880.038,2488.180,1570.679
2528.255,1758.979,2639.660,1076.278,2952.891,1398.682,2750.913,1719.713,2806.033,1845.583,2596.412,1580.906,2911.159,1536.898,2717.775,1579.809,2850.834,1877.293,2488.014,1576.111
2529.601,1765.392,2639.957,1075.420,2951.748,1396.939,2751.464,1726.316,2803.692,1857.423,2598.448,1586.351,2909.820,1534.348,2722.385,1593.841,2837.480,1875.272,2487.866,1582.176
2530.513,1769.395,2641.474,1074.672,2950.760,1395.735,2747.670,1744.582,2775.815,1883.482,2599.879,1591.480,2908.431,1532.553,2728.433,1606.998,2829.823,1873.907,2487.951,1587.848
2531.554,1774.670,2646.251,1074.768,2949.703,1394.600,2745.639,1757.371,2763.228,1901.480,2602.123,1604.103,2900.564,1527.711,2733.630,1618.952,2820.309,1871.189,2487.851,1592.023
2532.341,1778.289,2655.387,1082.323,2948.638,1393.260,2743.980,1770.046,2752.217,1921.865,2603.487,1623.796,2885.991,1520.689,2738.111,1628.887,2811.226,1867.299,2487.148,1596.795
2533.381,1782.045,2664.143,1091.784,2947.388,1391.290,2741.795,1782.170,2745.866,1937.165,2605.976,1639.600,2874.810,1513.726,2742.458,1638.060,2804.336,1864.185,2487.145,1601.456
2534.349,1787.104,2670.899,1099.677,2946.163,1389.609,2740.755,1788.460,2741.262,1950.801,2607.491,1652.931,2864.921,1507.441,2746.334,1645.843,2797.437,1861.283,2486.749,1605.006
2534.948,1790.857,2677.562,1107.399,2945.071,1388.043,2738.580,1797.842,2738.373,1959.380,2608.624,1665.954,2857.256,1502.130,2750.355,1653.092,2791.564,1858.889,2486.214,1608.598
2535.485,1792.999,2682.615,1113.640,2944.236,1387.351,2737.516,1802.429,2735.727,1967.795,2609.371,1676.132,2850.968,1497.669,2754.171,1659.482,2785.826,1856.696,2485.994,1612.219
2536.179,1796.900,2686.773,1118.674,2943.113,1385.695,2736.024,1810.183,2733.495,1975.143,2610.541,1686.831,2844.690,1493.562,2758.048,1666.364,2780.649,1854.780,2485.449,1615.324
2536.873,1800.655,2691.179,1124.755,2942.217,1384.923,2734.001,1820.255,2731.516,1981.903,2611.366,1693.727,2838.940,1489.361,2764.711,1679.641,2775.366,1853.219,2485.065,1619.174
2537.397,1803.581,2694.979,1130.137,2940.932,1382.778,2730.430,1831.856,2729.873,1987.921,2612.346,1703.916,2833.613,1485.564,2772.931,1691.031,2769.776,1851.437,2484.583,1621.513
2537.759,1805.888,2697.357,1133.396,2938.000,1380.870,2727.503,1841.254,2728.386,1993.172,2612.958,1710.406,2829.631,1482.966,2783.621,1706.686,2764.973,1849.867,2484.130,1624.578
2538.049,1808.422,2700.723,1138.456,2922.141,1373.830,2724.892,1850.307,2727.169,1998.011,2613.502,1715.371,2825.451,1479.706,2792.585,1721.339,2761.702,1848.738,2483.696,1626.754
2538.692,1811.729,2703.632,1142.984,2905.973,1366.821,2722.650,1858.916,2725.760,2003.198,2614.385,1722.120,2820.961,1476.273,2800.625,1732.817,2759.285,1848.125,2483.438,1629.600
2538.635,1814.042,2706.323,1147.037,2892.033,1360.616,2721.544,1864.528,2724.593,2007.439,2614.963,1727.571,2817.740,1473.906,2807.446,1742.577,2752.847,1847.023,2483.805,1632.533
2537.729,1826.841,2708.621,1150.788,2879.918,1355.781,2720.438,1870.139,2723.883,2010.804,2615.485,1732.487,2814.944,1471.356,2813.863,1751.808,2746.409,1845.922,2485.977,1637.900
2537.041,1841.224,2710.642,1153.923,2870.500,1352.239,2719.333,1875.751,2723.088,2013.672,2615.894,1736.781,2812.375,1469.322,2819.083,1759.067,2739.971,1844.821,2493.788,1647.844
2537.096,1854.078,2712.435,1157.159,2860.985,1348.900,2718.227,1881.363,2722.081,2017.254,2616.293,1741.823,2809.714,1466.920,2824.372,1766.508,2733.533,1843.720,2502.460,1657.794
2536.727,1864.189,2715.215,1161.698,2852.575,1346.263,2717.121,1886.975,2720.889,2021.479,2615.571,1752.709,2807.704,1465.143,2829.270,1773.433,2727.095,1842.619,2509.522,1666.730
2536.222,1873.268,2716.241,1163.618,2844.532,1343.904,2716.016,1892.587,2720.232,2024.086,2615.018,1777.225,2806.426,1464.216,2833.267,1778.842,2720.657,1841.518,2515.856,1675.103
2535.136,1883.680,2718.015,1166.833,2837.335,1341.841,2714.910,1898.199,2719.258,2029.501,2617.514,1799.753,2806.283,1464.001,2837.815,1785.403,2714.219,1840.417,2520.192,1680.837
2534.458,1890.575,2719.365,1169.337,2831.074,1340.117,2713.804,1903.811,2721.245,2037.040,2617.838,1821.381,2802.683,1460.683,2841.203,1790.138,2707.781,1839.316,2525.103,1687.101
2533.779,1898.014,2721.276,1173.078,2824.815,1338.597,2713.251,1920.350,2726.078,2049.076,2617.313,1838.237,2792.356,1465.528,2845.319,1795.392,2694.941,1836.736,2529.394,1692.535
2533.246,1903.348,2722.364,1175.211,2819.036,1337.069,2710.452,1934.730,2729.947,2059.262,2616.697,1852.316,2781.568,1474.834,2848.571,1799.578,2684.389,1835.543,2533.035,1697.464
2532.550,1909.497,2722.605,1176.635,2813.819,1335.885,2708.121,1945.334,2733.214,2067.833,2615.591,1865.202,2772.977,1481.129,2851.300,1802.725,2675.699,1834.545,2536.667,1702.075
2531.876,1914.925,2723.134,1182.460,2809.658,1334.885,2706.077,1954.984,2736.406,2075.680,2614.394,1876.411,2766.505,1486.002,2855.284,1807.395,2667.706,1833.250,2539.934,1706.343
2531.080,1920.856,2715.303,1192.959,2805.034,1333.849,2704.343,1963.184,2738.902,2081.824,2613.003,1886.638,2759.789,1491.323,2858.246,1810.618,2660.417,1831.976,2543.255,1710.553
2530.471,1924.856,2705.564,1202.376,2800.366,1332.927,2702.549,1970.353,2741.616,2087.711,2611.504,1896.425,2755.727,1494.530,2861.509,1814.089,2654.267,1831.189,2546.082,1714.333
2529.793,1929.794,2698.936,1208.512,2796.470,1332.062,2700.175,1976.667,2743.827,2092.762,2610.479,1904.618,2750.056,1499.220,2864.619,1817.279,2648.298,1830.163,2549.095,1718.245
2529.275,1933.480,2692.417,1214.241,2792.397,1331.286,2698.330,1982.729,2746.211,2097.535,2609.140,1912.259,2745.637,1502.677,2868.320,1820.671,2644.516,1829.713,2551.579,1721.531
2528.881,1936.027,2687.068,1218.758,2789.000,1330.428,2696.737,1991.573,2747.902,2101.249,2608.111,1919.262,2741.467,1506.055,2871.215,1823.390,2640.124,1829.277,2553.958,1724.551
2527.299,1941.355,2681.380,1223.247,2783.417,1330.891,2694.867,2001.161,2749.515,2104.613,2607.428,1924.229,2737.949,1508.798,2874.201,1825.800,2636.652,1829.011,2556.265,1727.845
2521.403,1952.855,2675.950,1227.490,2763.579,1339.927,2693.231,2009.459,2751.559,2108.887,2607.103,1927.220,2734.241,1511.883,2876.614,1828.057,2632.374,1828.606,2557.784,1729.699
2515.544,1962.853,2671.024,1230.932,2744.944,1348.805,2691.658,2017.314,2752.914,2111.705,2606.877,1930.092,2731.348,1514.002,2879.969,1831.047,2629.426,1828.575,2560.035,1732.902
2510.910,1971.233,2666.291,1234.525,2729.359,1356.659,2690.785,2022.201,2754.153,2114.440,2605.842,1936.011,2728.051,1516.921,2882.708,1833.071,2626.073,1828.326,2562.164,1735.871
2506.942,1978.430,2663.493,1236.819,2716.584,1363.967,2689.863,2028.143,2755.433,2117.231,2605.656,1939.152,2725.004,1519.679,2885.369,1835.396,2620.749,1827.933,2563.911,1738.277
2502.691,1984.950,2659.012,1239.991,2704.546,1370.795,2689.092,2033.466,2756.943,2120.012,2604.912,1942.949,2723.042,1521.077,2888.411,1838.213,2619.600,1828.094,2565.362,1740.223
2498.287,1991.856,2655.114,1242.664,2694.813,1376.410,2688.091,2037.383,2758.328,2122.723,2604.509,1946.248,2720.096,1523.787,2893.152,1844.476,2616.565,1828.160,2567.098,1742.847
2495.119,1996.489,2651.745,1245.067,2686.976,1380.806,2687.959,2041.880,2759.122,2124.852,2604.828,1954.508,2718.019,1525.580,2901.525,1858.599,2612.473,1829.573,2568.608,1745.058
2492.060,2000.914,2648.388,1247.428,2678.550,1385.529,2687.356,2045.589,2760.188,2126.946,2606.664,1973.720,2716.177,1526.940,2905.812,1865.246,2598.161,1838.270,2569.924,1747.119
2488.575,2005.542,2644.739,1249.769,2670.833,1389.957,2688.876,2052.533,2764.252,2130.628,2606.496,1992.381,2713.913,1529.094,2911.207,1873.852,2579.719,1849.788,2571.496,1749.356
2485.422,2009.851,2641.465,1252.251,2664.627,1393.433,2697.656,2070.130,2777.908,2136.685,2607.455,2007.116,2711.652,1534.750,2916.150,1882.735,2565.080,1861.390,2572.929,1750.880
2482.873,2013.526,2639.302,1253.768,2658.504,1396.697,2703.958,2085.879,2793.737,2143.777,2607.449,2022.854,2710.815,1549.711,2919.865,1889.985,2552.174,1872.010,2577.731,1752.499
2480.292,2016.896,2635.896,1255.727,2652.802,1400.000,2708.333,2098.047,2804.743,2149.312,2606.745,2034.630,2709.953,1565.491,2923.352,1896.742,2541.308,1880.952,2587.013,1750.555
2478.861,2019.028,2633.943,1257.145,2647.318,1403.384,2712.688,2109.534,2814.973,2154.217,2606.099,2045.097,2708.701,1577.804,2925.735,1902.042,2533.005,1888.030,2595.516,1746.406
2476.298,2022.688,2632.965,1258.015,2642.493,1405.980,2716.002,2117.549,2823.170,2158.334,2605.196,2056.259,2707.416,1590.224,2928.363,1907.412,2524.921,1895.629,2601.444,1743.070
2474.412,2024.868,2629.055,1259.073,2637.639,1408.875,2719.536,2126.335,2830.605,2161.792,2604.661,2063.682,2706.386,1599.939,2930.886,1913.079,2517.109,1902.732,2605.874,1740.433
2472.303,2027.722,2615.625,1259.397,2632.644,1411.738,2721.695,2132.959,2837.202,2164.780,2603.862,2071.609,2705.568,1609.107,2932.891,1917.237,2512.243,1907.545,2611.373,1737.350
