x1,y1,x2,y2,x3,y3,x4,y4,x5,y5
308.344,661.682,243.541,739.173,429.835,579.536,290.550,566.685,376.701,440.365
307.396,661.111,242.244,737.430,431.777,575.113,289.218,565.114,381.075,438.685
303.842,660.340,240.630,734.734,433.817,570.942,287.877,563.793,385.816,437.410
299.040,659.204,239.316,731.869,435.722,566.238,285.523,561.392,391.790,435.869
297.260,658.460,237.709,729.571,437.528,562.195,285.504,561.256,395.832,434.380
293.003,656.465,235.591,726.443,440.198,557.108,282.553,557.081,401.773,432.159
292.536,655.392,233.915,723.410,442.097,553.780,282.145,556.530,404.861,431.403
287.482,652.472,231.824,719.470,444.181,549.139,278.960,552.358,410.935,429.365
286.184,651.480,229.055,715.819,445.870,545.518,277.466,550.347,414.545,427.846
282.232,648.300,226.399,712.150,447.628,542.325,275.573,547.305,420.239,425.153
279.310,645.387,224.048,708.205,449.845,538.791,273.575,543.603,425.778,423.298
277.209,642.952,221.108,704.130,451.939,535.130,271.750,540.802,429.741,421.966
274.013,639.693,218.231,700.417,454.149,530.676,268.525,537.111,434.611,419.655
272.491,637.254,215.691,697.188,455.709,527.815,266.736,534.064,439.026,417.985
270.296,633.582,212.346,692.113,457.900,524.482,263.748,528.763,445.833,415.858
270.104,632.383,209.121,688.945,459.453,521.719,262.269,526.587,449.109,414.840
266.650,627.731,205.457,684.814,461.740,518.038,258.168,520.865,455.504,412.461
266.127,627.335,202.777,681.150,464.775,514.578,256.048,517.952,458.706,411.286
263.694,623.562,198.741,676.558,468.710,510.907,253.479,513.269,465.059,409.532
262.881,622.029,195.593,673.513,472.134,506.877,251.599,510.108,468.631,408.404
261.487,619.858,192.854,669.756,475.951,503.243,249.127,506.006,473.377,406.670
259.472,617.194,189.814,665.918,479.315,500.377,247.374,500.519,478.174,404.986
258.047,615.684,186.950,662.764,481.319,497.896,248.372,495.535,481.044,404.111
256.056,612.360,183.515,658.810,483.207,496.845,250.545,488.151,487.948,402.395
255.853,612.702,181.068,655.676,482.759,497.158,251.529,483.114,490.202,401.632
253.470,609.614,177.981,651.776,483.640,496.570,253.786,475.345,497.047,399.382
252.898,609.065,175.131,648.979,483.346,496.756,255.845,470.375,500.033,398.829
251.403,606.930,171.650,645.182,484.850,495.597,258.284,464.364,506.590,397.394
250.773,606.127,168.980,642.632,485.309,495.443,259.498,459.124,511.686,396.106
249.215,603.742,165.539,638.886,486.444,494.661,261.126,453.014,517.089,394.450
247.862,602.167,162.199,635.597,487.298,493.899,263.009,447.821,521.882,393.666
247.064,601.253,159.431,632.911,487.461,493.810,264.631,443.949,526.410,392.460
245.204,598.517,156.054,628.778,489.378,492.240,267.115,437.803,532.782,390.946
244.923,597.526,152.880,625.159,489.196,492.496,268.151,435.050,536.443,389.867
243.830,595.606,147.899,622.490,490.577,491.167,271.000,428.724,543.067,388.064
243.985,595.101,143.431,621.964,491.196,489.971,271.581,426.781,546.718,387.097
243.050,591.761,138.625,621.643,492.190,487.852,273.800,421.740,551.553,385.891
242.123,588.993,134.139,621.099,493.897,486.581,275.245,418.396,556.053,384.504
242.375,585.920,130.180,620.991,495.394,484.736,276.617,415.090,558.609,383.681
241.918,577.748,126.846,621.292,498.062,479.726,278.767,410.280,563.752,382.096
241.759,573.986,123.656,621.306,498.832,477.569,278.816,410.147,566.504,381.427
242.006,568.425,120.454,621.348,500.691,473.448,281.333,403.964,571.484,379.816
242.028,566.015,117.887,621.581,502.027,470.673,281.518,403.505,573.808,378.672
242.496,560.627,115.237,622.008,503.649,466.031,283.794,397.570,579.774,376.453
242.817,557.868,113.952,621.835,504.589,463.063,283.869,397.006,582.188,375.818
243.239,553.023,112.027,622.180,506.066,459.518,285.770,392.092,587.309,374.160
242.756,551.246,110.070,622.576,507.477,456.438,286.829,389.569,590.496,372.831
242.545,548.394,109.802,622.319,508.316,453.265,287.441,387.070,594.559,371.091
242.325,545.024,107.980,622.902,509.936,447.273,288.599,382.833,599.309,369.174
242.015,542.183,107.332,622.810,511.295,443.516,289.086,381.304,602.505,367.928
241.700,540.586,107.413,622.735,512.689,438.938,290.720,376.720,607.457,365.705
241.083,539.389,107.670,622.420,513.754,435.755,291.194,375.595,609.863,364.412
240.980,535.592,106.235,622.160,515.043,430.140,292.484,370.022,614.487,362.228
240.700,534.777,105.489,621.748,516.427,427.174,292.809,367.089,617.699,361.063
240.431,531.901,104.489,621.500,517.870,422.517,293.527,363.712,623.347,358.970
239.583,531.983,103.201,621.466,518.758,418.449,294.131,360.616,625.918,357.785
239.737,529.080,100.843,621.198,520.450,412.686,295.248,357.031,629.920,356.253
239.798,526.986,99.143,620.933,522.224,408.210,295.783,353.413,633.805,354.885
238.893,527.029,97.575,620.366,523.429,404.565,295.941,349.632,636.676,354.048
238.675,523.393,95.219,619.811,525.195,399.787,296.009,344.882,642.372,352.233
238.399,522.541,93.469,619.783,526.677,396.375,296.395,342.969,643.299,351.665
237.977,519.196,91.245,618.994,528.661,392.601,297.296,338.096,648.640,350.119
237.449,519.156,89.106,617.705,529.853,389.800,297.653,336.553,649.955,349.837
237.109,517.223,86.296,615.630,531.727,385.801,298.757,331.618,653.778,348.904
236.928,516.267,83.752,613.852,533.625,381.934,299.622,328.241,657.856,348.101
236.134,513.973,81.310,612.287,534.996,379.429,299.914,326.209,660.284,347.305
235.876,511.875,78.669,610.099,536.369,376.669,300.978,322.352,663.994,346.142
235.140,511.655,76.965,608.419,537.618,374.381,300.665,322.784,665.787,345.595
235.007,509.683,74.410,605.932,539.126,371.881,302.389,317.928,670.258,344.236
234.694,508.778,72.570,604.679,539.939,370.953,303.026,316.621,671.456,343.634
234.498,507.146,70.165,601.496,541.486,368.910,304.474,312.212,674.160,342.004
233.933,506.512,68.477,598.578,543.273,366.508,304.599,310.928,674.380,341.586
233.765,504.361,66.504,594.481,544.589,365.171,306.198,306.870,677.512,339.638
233.625,504.197,64.431,591.347,545.589,363.869,307.673,303.943,679.131,338.574
233.276,503.561,62.417,588.138,546.606,362.327,308.735,300.613,680.720,337.285
232.998,501.527,60.739,583.938,547.176,361.079,310.044,296.047,684.571,334.415
232.724,501.434,59.481,580.848,548.220,359.470,310.855,292.427,685.000,333.826
233.037,498.973,58.115,577.877,549.170,358.529,313.054,287.714,688.271,330.648
232.603,499.296,57.208,576.014,549.655,357.977,313.988,285.782,689.434,329.995
233.152,494.419,56.020,572.940,550.154,357.240,316.321,279.717,693.663,326.698
232.456,496.155,55.484,571.529,549.790,357.520,316.722,276.952,694.331,326.098
232.356,494.082,53.709,567.929,550.529,357.409,318.460,272.221,697.276,323.626
232.675,492.686,53.141,566.479,550.400,357.867,320.522,267.575,699.105,322.578
232.516,492.754,51.884,564.129,550.184,358.764,321.742,264.716,701.385,321.690
233.152,490.278,50.742,560.758,551.947,358.321,323.231,260.949,706.137,320.520
233.062,490.239,49.839,558.029,550.720,359.551,323.749,258.874,708.422,319.747
233.998,486.604,48.853,555.671,552.686,358.763,325.503,253.042,714.156,318.401
233.896,486.422,48.402,554.614,552.381,359.616,326.512,250.957,715.600,318.439
235.126,482.706,47.193,551.733,553.670,358.798,328.939,245.625,721.219,318.252
234.959,482.866,47.014,550.993,554.662,358.497,329.868,242.981,722.931,318.240
236.119,480.750,46.059,548.839,556.160,357.280,331.460,237.714,726.578,317.860
236.287,479.906,45.976,547.870,556.489,356.963,332.664,234.040,728.415,318.194
236.806,478.721,46.085,547.777,557.044,356.523,333.749,231.172,729.938,318.237
237.617,475.992,46.112,547.099,558.270,353.478,335.743,226.439,732.464,319.044
237.863,475.587,46.109,546.745,559.052,350.196,336.349,224.696,732.996,319.546
239.339,472.349,45.515,545.091,560.893,344.929,338.343,218.998,736.934,321.452
238.994,472.025,45.460,545.131,561.803,342.219,337.907,219.541,737.289,321.810
240.102,469.427,45.290,544.378,563.190,337.995,339.233,214.430,739.681,323.695
239.939,469.113,45.407,545.162,563.980,335.502,339.320,213.360,739.520,323.945
240.815,466.735,45.001,544.361,565.793,331.303,339.714,210.564,741.428,325.487
240.946,465.669,44.864,544.635,567.004,327.856,340.287,209.041,742.427,326.225
241.065,464.872,44.319,543.433,568.168,324.546,340.812,206.773,743.711,327.556
241.451,463.647,43.825,542.109,569.550,320.255,341.491,204.543,744.741,328.308
241.314,463.376,44.388,541.917,571.089,316.856,341.980,203.865,745.503,328.693
242.192,461.430,44.183,539.076,573.012,312.199,343.875,199.595,747.014,329.665
241.944,461.742,43.869,537.201,574.329,309.067,343.648,200.046,747.915,330.261
243.041,459.235,44.272,534.862,576.201,305.173,345.656,193.673,751.091,332.614
242.670,459.029,44.915,533.074,577.622,302.713,345.746,193.390,751.258,332.977
243.089,457.887,46.234,528.559,579.417,299.368,348.078,188.313,753.587,334.878
243.507,456.744,46.861,524.791,581.186,295.975,349.333,185.648,755.456,336.201
243.945,455.506,47.496,521.719,582.976,292.611,350.428,182.457,757.649,337.948
244.176,454.048,49.194,517.498,585.149,288.821,351.929,177.446,759.605,339.752
244.206,453.333,50.576,514.303,586.522,286.039,352.674,175.870,761.111,341.555
244.565,451.925,52.024,509.127,588.959,281.623,355.558,170.253,763.712,344.163
244.274,451.762,53.186,505.908,590.485,278.870,356.161,168.740,765.642,346.498
245.082,449.890,56.205,500.562,593.169,273.964,358.878,162.924,768.186,350.330
244.771,449.490,58.047,496.878,594.249,271.945,359.684,160.763,768.926,353.098
245.001,448.433,60.508,491.173,596.573,267.102,362.951,154.997,770.584,357.773
245.376,447.242,63.149,486.746,597.960,264.200,365.959,153.176,771.417,361.659
245.270,446.525,65.951,481.887,600.029,260.461,370.746,150.668,772.315,364.872
245.135,445.853,68.279,477.171,601.889,256.617,377.131,147.092,772.868,368.834
245.186,445.399,70.560,472.370,602.669,255.024,380.601,145.128,773.082,372.522
245.539,443.800,73.845,467.085,604.536,251.148,388.563,141.311,773.718,380.679
245.369,444.180,76.420,462.938,605.414,249.613,391.227,139.256,773.797,383.348
245.655,442.865,79.140,458.895,607.547,246.007,394.303,130.896,774.066,387.423
245.585,442.549,80.805,456.275,608.804,244.058,392.063,127.575,773.943,388.067
246.130,441.198,83.295,453.172,610.795,240.252,387.438,118.060,773.838,392.896
246.085,440.909,85.409,450.179,612.501,236.844,384.247,112.305,773.700,396.964
246.030,440.604,86.642,448.394,614.326,234.418,381.138,107.245,773.608,400.819
246.673,439.102,88.081,445.607,616.878,230.689,376.868,101.639,773.809,405.251
246.128,439.287,89.023,442.791,618.215,228.362,373.854,97.293,773.871,407.365
246.862,436.995,90.752,439.340,620.670,224.287,370.190,91.659,773.509,411.434
246.573,437.180,92.145,436.193,622.228,221.835,366.916,88.120,773.802,413.532
247.463,435.216,93.448,431.866,624.814,217.933,362.051,82.969,774.298,419.119
246.991,435.463,94.959,427.896,625.915,215.772,359.237,80.093,774.375,420.918
247.459,434.216,96.972,422.242,628.473,211.040,355.002,74.243,775.288,425.461
247.452,433.841,97.905,417.660,630.473,208.037,351.275,70.512,775.632,427.103
247.277,433.573,99.449,412.118,632.366,204.900,347.926,66.845,776.167,429.390
247.475,432.289,100.295,407.920,634.365,201.284,344.579,62.934,777.304,432.394
247.573,432.587,101.842,402.515,636.004,198.160,343.057,60.913,777.540,434.514
248.261,430.622,102.625,396.603,638.165,194.289,339.344,56.700,778.576,437.428
248.105,431.121,103.963,391.529,640.116,190.952,338.370,55.608,778.688,438.451
248.208,430.262,105.328,385.284,642.277,186.402,335.515,51.319,779.938,442.544
247.956,430.665,104.658,380.228,643.568,183.780,334.904,50.647,779.918,442.412
248.718,429.396,103.411,374.183,645.750,179.467,332.396,46.138,780.914,445.613
248.723,428.896,101.914,368.723,647.487,176.026,331.729,45.282,781.738,447.927
248.914,428.167,100.596,364.483,648.711,173.888,330.646,43.062,782.457,449.870
249.329,426.614,99.240,360.475,650.218,171.009,329.592,41.286,783.637,452.671
249.267,426.491,97.998,357.487,651.197,169.533,329.191,40.743,783.620,452.537
249.876,425.198,96.358,353.195,651.595,168.839,327.590,37.179,784.733,455.575
249.404,425.472,95.674,351.276,652.009,167.941,328.665,38.669,784.580,455.421
250.610,423.186,93.420,346.423,652.389,166.192,327.691,36.026,786.263,459.606
249.868,424.133,90.959,342.542,652.191,166.167,328.776,38.219,786.007,459.510
250.568,422.638,88.878,338.341,652.559,164.741,328.138,36.272,786.798,461.861
250.008,423.238,87.278,334.676,652.464,164.318,328.547,37.066,786.996,461.918
250.063,423.014,85.527,330.275,652.480,164.663,329.408,39.595,787.819,464.030
251.002,421.108,84.011,326.691,652.949,163.976,331.743,39.976,788.625,466.258
251.434,420.592,82.477,323.834,653.479,163.073,334.226,44.312,788.839,467.141
252.031,419.448,81.086,318.974,654.726,160.671,342.552,45.764,789.651,470.833
252.061,419.615,80.383,315.884,654.957,160.760,345.354,46.943,789.988,471.646
253.309,417.216,79.455,312.485,656.618,158.105,354.219,48.504,791.449,476.107
253.127,417.700,78.610,308.724,657.328,156.507,357.165,49.716,791.814,477.493
253.953,416.277,78.774,304.273,658.644,153.895,364.255,53.066,792.784,481.177
254.116,416.003,80.516,300.204,659.411,152.455,369.136,54.655,793.277,483.374
254.104,416.100,82.543,296.026,660.810,149.196,375.083,56.730,794.277,486.480
254.297,415.290,84.224,292.224,661.229,144.665,380.711,60.171,795.152,489.716
254.585,414.934,85.962,288.572,660.830,141.565,384.119,62.205,795.035,491.515
255.602,412.977,88.419,284.597,660.398,136.278,391.183,66.086,794.800,496.499
255.214,413.475,90.308,281.449,660.379,133.756,394.270,67.471,794.720,498.227
256.231,411.717,92.278,277.068,659.041,127.688,400.720,71.480,794.422,502.746
255.971,412.208,93.803,273.619,658.984,126.455,403.746,73.640,794.279,503.943
256.926,410.630,95.483,269.296,658.245,122.805,410.081,77.392,793.227,508.675
256.550,411.116,96.479,266.445,658.197,119.799,413.935,79.608,792.718,510.433
256.945,410.522,97.800,263.121,657.245,114.986,419.013,84.974,791.745,514.057
257.646,409.154,98.971,260.270,656.205,111.609,423.398,91.002,790.712,517.754
257.384,410.061,99.796,257.820,656.293,109.697,426.833,95.277,789.716,519.986
258.869,408.045,100.643,254.154,655.312,105.004,432.083,102.415,787.830,524.409
258.512,408.424,101.355,252.193,654.905,102.693,434.644,106.258,787.773,525.165
259.429,407.386,102.989,247.436,653.534,97.565,438.288,112.571,785.410,530.014
259.186,407.862,103.909,243.316,653.425,96.061,440.606,116.697,784.783,531.832
260.659,405.322,103.456,238.589,652.787,91.282,443.980,122.056,783.463,535.470
260.635,405.166,102.948,233.162,652.206,89.685,447.002,126.049,782.927,536.677
262.096,403.560,103.038,228.353,651.931,86.655,449.620,130.454,781.901,539.383
262.745,402.917,102.817,223.066,650.842,82.665,452.160,135.109,780.545,542.765
263.068,402.443,102.233,218.843,650.837,81.235,454.313,138.609,780.700,543.369
264.337,400.583,102.173,213.696,650.623,77.984,458.023,143.715,779.399,546.359
263.796,401.634,102.260,209.966,649.982,75.327,459.945,145.882,779.092,547.384
265.878,398.945,101.846,204.423,649.333,71.786,464.031,151.339,778.151,550.015
265.634,399.141,101.326,200.119,648.664,68.968,466.119,154.309,778.281,550.192
266.570,398.252,101.045,195.047,648.124,65.452,469.532,158.583,776.825,553.037
267.160,397.738,101.053,190.449,647.662,61.809,472.525,161.604,776.588,553.795
267.890,396.708,101.153,186.115,646.886,58.751,476.216,165.033,775.924,555.477
269.254,395.212,100.420,182.282,646.089,55.625,479.881,168.464,775.125,557.476
269.148,395.278,100.241,178.284,645.521,51.993,480.801,169.649,774.978,557.099
270.709,393.188,99.976,173.897,644.969,48.856,485.922,174.129,774.084,559.597
271.063,392.752,100.015,170.244,644.579,46.985,487.492,174.999,774.106,559.192
272.950,390.831,99.920,166.033,644.411,45.870,495.346,177.219,772.796,561.665
271.780,391.800,99.786,162.881,644.535,46.343,497.049,176.891,773.150,561.114
273.778,389.978,99.901,157.980,644.775,44.296,504.904,177.372,771.848,563.929
274.092,389.752,100.933,154.251,644.284,43.596,509.176,177.952,771.674,564.121
274.404,388.919,102.788,149.512,644.206,43.506,513.928,177.875,771.137,564.957
275.307,388.149,104.535,144.872,643.859,42.808,519.563,177.317,770.446,566.176
275.559,387.608,105.908,141.218,644.340,43.554,522.405,176.971,770.239,566.318
276.788,386.578,107.633,136.927,643.784,42.031,529.667,176.612,769.079,568.627
276.389,386.782,109.153,134.038,643.720,44.365,531.839,176.766,769.600,568.159
277.677,385.509,110.873,130.627,642.762,43.857,538.886,176.669,768.116,570.785
277.949,385.037,111.943,127.525,643.108,45.116,541.697,176.340,768.750,570.067
278.539,384.435,113.318,123.769,642.251,44.396,547.776,175.776,767.890,572.138
278.173,384.875,114.607,120.454,642.061,44.738,551.821,175.637,767.924,573.260
279.331,383.545,116.354,117.120,642.051,45.455,556.804,175.749,768.012,574.439
280.585,382.302,117.876,114.073,641.575,45.429,560.184,175.361,767.686,577.220
279.428,383.181,119.335,111.332,641.209,45.813,563.109,175.313,767.837,579.192
280.775,381.711,120.954,108.234,639.919,45.481,568.805,174.500,767.854,583.233
280.346,381.903,121.941,106.221,640.672,46.249,570.319,174.886,768.473,584.918
281.909,380.316,123.869,103.434,638.378,44.587,577.507,174.719,769.347,588.343
281.174,380.835,125.274,101.222,637.795,44.474,579.327,174.719,769.594,591.749
283.118,378.871,126.899,99.060,635.989,43.344,584.139,174.754,770.424,596.702
283.249,378.582,128.291,96.982,635.276,42.972,586.379,175.259,770.580,597.655
283.273,378.313,129.819,94.782,634.627,42.444,590.185,177.174,771.342,601.726
283.253,378.314,131.812,92.663,632.484,41.000,594.645,179.880,771.744,604.548
283.304,378.420,134.639,91.210,631.804,41.024,596.565,181.785,772.329,606.787
284.193,377.275,138.374,89.918,630.254,40.183,600.970,185.592,773.276,611.528
282.928,378.204,141.943,88.420,630.233,40.280,600.322,185.194,773.278,612.814
285.312,376.165,145.969,86.827,629.344,39.777,602.499,187.072,773.466,617.033
284.113,377.524,148.790,85.597,629.533,40.342,601.247,185.575,773.398,616.978
285.944,375.664,152.369,84.007,628.265,40.177,602.637,187.238,773.308,619.705
285.782,375.841,155.601,82.845,629.076,40.904,603.172,187.637,773.415,621.202
285.522,376.148,159.020,81.020,628.201,40.834,602.719,187.595,772.814,624.086
287.855,374.506,162.254,79.033,627.914,40.689,603.616,188.648,772.571,626.789
287.156,374.513,165.029,77.632,627.805,40.364,603.627,188.937,772.087,627.437
289.126,373.901,169.341,75.330,626.782,39.604,604.599,191.452,771.029,630.518
289.260,374.362,172.246,73.579,627.935,40.035,603.678,190.041,770.173,630.537
293.177,372.005,175.292,70.319,626.277,38.709,604.818,192.969,765.451,633.292
292.374,372.544,178.493,67.499,627.243,39.065,604.294,191.633,762.984,633.052
295.140,371.182,182.026,64.302,625.273,37.416,606.067,194.586,757.665,633.357
295.599,371.271,184.983,61.618,625.782,37.362,607.264,196.577,753.731,633.503
297.577,370.639,187.844,58.330,624.630,36.573,608.198,199.398,749.009,633.064
300.119,369.852,190.109,55.607,622.812,35.795,610.289,204.460,743.873,632.246
299.717,369.992,192.934,52.846,620.860,35.846,611.160,205.961,739.723,631.766
303.883,368.444,196.751,49.391,616.630,35.696,614.960,213.139,733.577,630.862
302.538,368.969,198.918,47.054,614.239,35.720,614.828,213.692,730.376,630.180
305.956,368.099,202.016,43.562,609.128,35.959,617.348,221.717,723.082,628.381
305.866,368.260,204.087,41.282,606.982,36.082,617.999,222.523,718.018,627.675
308.444,367.196,207.244,37.778,602.197,37.305,621.076,230.177,712.716,626.544
308.716,366.813,209.331,35.447,598.146,38.005,621.005,235.292,699.840,636.950
309.681,366.439,212.283,32.859,593.234,38.960,621.829,242.809,679.358,656.027
310.434,366.390,214.189,30.719,588.684,39.778,622.367,249.527,659.907,656.542
310.036,366.694,215.756,28.840,587.173,39.871,623.052,253.560,648.992,653.320
312.377,365.459,216.988,28.519,582.336,40.935,623.440,262.155,637.554,650.544
311.760,366.347,217.218,28.957,579.485,41.662,623.409,265.039,631.308,648.848
315.728,365.374,217.842,29.011,573.026,44.358,623.486,272.332,619.463,646.893
315.114,365.962,218.187,29.057,569.455,45.917,623.132,276.331,615.177,646.027
318.165,365.281,218.115,29.363,563.895,48.270,622.690,280.012,607.477,644.763
319.265,365.292,218.175,30.124,560.402,50.262,622.369,283.832,601.961,643.699
320.640,364.889,218.330,30.184,556.036,52.579,622.302,286.322,596.639,643.362
322.720,364.736,218.849,30.011,549.999,55.218,621.749,290.473,590.074,642.515
322.369,364.527,219.648,29.909,547.213,56.882,621.474,292.870,586.921,642.009
325.757,363.711,223.354,28.632,540.030,60.833,621.146,297.996,579.299,641.538
325.319,363.582,226.708,28.629,536.800,62.248,620.799,297.762,575.480,641.670
328.030,363.295,229.715,28.320,531.016,65.069,619.871,301.554,568.894,641.721
327.119,363.257,233.216,27.711,526.644,67.419,619.892,302.375,565.959,641.292
328.602,362.931,236.318,27.401,521.969,69.411,619.722,305.783,560.059,640.776
329.734,362.853,239.810,27.554,518.616,70.912,619.284,306.671,555.194,640.599
330.896,362.848,243.745,27.585,514.171,72.693,618.992,307.248,550.311,640.501
332.088,362.404,247.535,27.409,510.033,74.630,618.711,308.130,546.194,640.078
332.074,362.688,251.298,26.695,506.900,75.745,618.454,308.347,543.515,640.013
334.034,362.324,254.762,26.104,501.135,77.705,618.098,310.993,536.817,639.246
334.053,362.457,257.545,25.460,497.138,79.497,617.800,311.045,533.991,639.371
336.831,362.231,260.249,25.197,491.444,81.789,617.711,313.130,527.951,638.887
336.997,362.419,261.428,26.259,485.787,83.493,617.375,313.138,526.329,638.701
338.348,362.826,263.567,26.520,481.414,85.495,616.869,314.845,519.931,637.898
339.217,363.116,267.716,26.275,477.010,87.629,616.695,315.177,515.201,637.611
341.495,363.515,272.759,26.036,471.836,89.750,616.617,316.265,509.839,636.651
342.679,363.252,277.187,26.167,467.168,91.889,616.305,317.797,505.417,635.805
343.395,363.766,280.483,26.165,462.917,93.824,616.017,317.320,502.132,635.157
347.519,364.319,284.684,25.637,458.017,96.408,615.615,319.090,494.809,634.536
347.802,364.090,289.120,26.184,454.607,97.646,615.757,318.393,492.528,633.974
349.976,364.643,293.565,26.797,450.893,99.060,615.068,321.747,485.709,632.636
350.471,364.961,297.110,27.372,447.248,100.494,611.756,323.884,484.479,632.821
354.371,365.818,300.210,27.721,443.744,102.271,606.759,328.663,478.205,631.762
355.476,365.613,301.809,28.406,440.323,104.286,603.354,332.038,475.941,631.010
357.271,365.670,305.203,28.946,436.696,105.871,600.090,335.721,471.928,629.720
358.842,366.149,307.321,29.290,432.642,108.380,597.159,339.188,467.518,628.100
359.995,366.491,309.791,30.585,428.860,110.878,596.534,339.840,464.297,627.031
360.790,366.748,311.986,31.946,423.591,114.066,594.003,342.701,458.522,625.203
361.075,367.904,314.052,33.017,419.236,116.343,592.628,344.609,456.151,624.133
362.713,369.116,318.483,34.679,414.295,119.448,589.719,348.614,451.003,621.645
365.180,372.313,321.538,36.386,409.989,121.838,588.654,349.700,446.750,620.357
368.548,376.111,325.241,38.609,405.188,124.226,585.643,354.707,441.397,617.849
370.341,378.804,328.833,39.707,401.425,126.102,583.650,357.722,437.162,615.434
371.880,381.987,333.378,41.160,397.836,127.804,578.702,364.512,432.334,612.990
373.715,385.092,337.465,42.546,394.919,129.120,576.124,368.016,425.982,610.195
374.171,386.399,341.670,44.169,391.982,130.192,574.166,372.501,422.822,608.252
376.541,389.687,345.614,44.898,388.281,131.915,570.831,377.467,417.044,604.399
376.214,389.938,349.583,45.757,386.988,132.540,568.682,379.758,414.299,603.028
378.969,394.050,354.112,46.684,385.327,133.154,562.769,388.322,408.166,599.121
378.901,394.460,358.211,47.204,385.498,132.984,561.400,390.600,406.469,598.036
380.834,397.487,362.208,47.580,383.531,133.881,556.237,398.140,400.980,593.926
381.243,398.087,365.791,48.047,382.898,134.251,553.369,401.571,397.491,591.770
382.445,400.044,369.565,48.140,381.574,135.249,549.417,406.232,394.444,590.084
383.683,402.076,372.815,47.944,380.438,135.960,544.992,412.611,390.219,587.476
383.730,402.575,376.434,48.059,379.124,136.497,543.153,414.864,387.962,586.007
385.409,405.969,379.857,47.866,376.671,138.083,537.793,422.004,383.383,582.778
386.420,407.558,383.390,47.509,374.860,139.477,535.870,424.397,381.137,581.272
387.584,409.971,386.557,46.908,371.292,141.556,530.917,431.684,375.822,578.169
387.772,409.680,389.863,46.537,369.320,142.641,529.676,433.529,374.512,577.188
388.659,411.450,393.372,45.469,365.136,145.011,525.496,440.257,370.125,573.975
389.503,412.558,395.694,44.574,363.074,146.134,521.812,445.514,367.892,572.353
389.916,413.089,398.263,43.177,360.463,147.579,518.356,450.568,363.343,569.578
390.751,413.672,400.518,41.865,356.534,149.392,515.130,455.308,359.811,567.320
391.233,414.231,402.322,40.807,354.098,150.667,513.177,458.204,356.806,565.375
391.673,414.910,404.343,39.130,349.420,154.233,509.574,464.282,352.919,562.532
391.011,413.454,406.370,37.297,346.979,155.817,508.886,465.162,350.943,561.527
392.591,416.591,407.121,36.633,341.521,159.582,503.503,472.131,345.331,558.269
392.060,415.584,408.378,35.732,338.581,162.192,501.353,475.009,343.564,557.241
393.160,417.333,410.183,33.897,334.541,165.878,497.689,480.460,338.811,554.611
393.134,417.269,411.067,32.812,330.901,168.733,495.462,483.846,336.890,553.294
393.536,417.564,412.236,31.732,326.887,172.127,491.538,488.529,333.692,551.653
393.828,418.335,412.896,31.350,322.959,176.102,487.906,492.586,329.440,549.291
393.628,417.379,413.305,31.524,319.719,179.248,484.617,496.934,328.169,548.182
394.230,419.154,415.555,30.127,315.603,183.245,481.687,501.338,323.686,544.759
394.213,419.354,416.482,30.102,313.350,185.546,479.356,504.350,323.076,543.278
395.567,421.534,419.766,29.121,308.782,191.076,475.538,509.525,319.081,538.566
395.424,420.740,421.864,27.984,306.326,193.163,472.366,513.312,318.650,537.646
396.201,422.277,423.670,27.189,302.077,197.496,469.495,517.124,315.814,533.328
396.361,422.340,425.336,25.913,299.616,200.333,467.293,520.549,315.434,532.669
396.515,422.727,426.748,26.319,296.076,204.539,464.712,524.786,314.387,531.087
397.008,424.145,427.627,27.082,292.887,207.902,462.034,529.114,313.375,528.667
396.925,423.408,427.789,28.789,290.235,210.689,460.271,532.049,313.540,529.241
398.373,426.130,427.961,29.944,287.431,214.764,458.062,535.492,311.447,526.128
397.828,424.564,428.250,31.031,285.502,217.559,457.461,536.371,311.980,526.961
399.060,426.996,428.973,31.603,282.794,222.082,454.533,541.861,310.204,524.756
399.049,426.370,429.256,32.652,281.035,224.723,453.751,542.969,310.194,524.834
399.531,427.353,431.027,32.550,279.385,227.978,451.354,548.441,308.454,523.020
400.338,428.668,432.039,33.500,278.092,230.494,449.896,550.785,308.199,522.801
400.952,429.801,433.856,33.722,276.438,233.441,447.773,554.375,306.872,521.316
401.878,431.941,435.403,33.809,274.489,236.872,445.712,557.668,305.680,520.100
401.813,431.571,435.956,34.137,273.069,239.800,444.533,560.493,305.561,519.799
402.686,433.276,437.750,33.260,271.363,244.315,442.817,564.759,303.763,517.801
402.641,432.357,438.803,33.210,270.056,247.111,441.695,567.568,303.906,517.668
403.667,434.768,440.844,32.396,267.668,252.074,439.952,572.100,301.908,515.058
403.710,434.513,442.225,32.058,266.324,255.169,439.110,573.544,301.573,514.650
404.712,435.908,444.132,31.187,264.653,259.877,437.669,578.230,299.458,512.061
405.191,436.685,446.459,30.159,263.506,262.035,436.851,581.193,298.625,510.491
405.496,437.586,451.332,28.952,261.808,266.047,436.440,583.904,297.287,508.569
405.633,438.786,455.036,29.398,260.031,270.247,435.312,587.478,295.942,506.539
405.471,439.156,459.627,29.262,258.650,273.315,434.869,588.908,295.475,506.142
405.712,442.609,464.559,29.369,256.977,277.052,433.588,593.976,293.485,502.898
405.193,441.957,468.180,29.546,255.519,279.708,433.609,595.264,293.362,502.061
