x1,y1,x2,y2,x3,y3,x4,y4,x5,y5
523.966,438.071,42.429,104.729,247.477,482.408,616.229,309.649,114.941,201.001
522.912,438.518,39.401,106.894,244.543,484.788,616.564,309.882,114.443,203.417
522.830,437.940,38.731,108.396,241.693,486.313,616.625,308.583,113.867,206.886
520.823,438.817,38.421,109.861,237.482,488.589,616.743,306.678,112.681,213.169
520.380,438.442,37.763,111.259,234.593,490.263,616.602,307.830,111.843,217.606
519.130,438.665,37.758,112.519,230.250,492.011,617.391,304.183,110.896,224.420
518.325,438.173,37.699,113.244,227.279,493.207,617.393,304.979,110.772,228.831
516.061,438.643,37.202,114.426,223.288,494.792,617.613,301.643,109.891,236.195
515.904,438.303,37.399,115.145,220.433,495.978,617.018,302.377,109.352,240.263
514.957,438.430,37.381,115.989,215.804,497.074,615.956,299.940,108.694,247.754
513.573,438.631,37.537,116.883,212.286,497.197,615.075,299.633,108.165,252.709
513.267,438.020,37.976,117.565,208.683,498.114,614.307,298.216,107.505,258.112
511.436,437.991,37.762,118.590,203.844,499.449,613.153,294.735,106.515,264.397
511.547,437.374,38.087,118.996,200.990,499.866,612.160,295.073,106.178,268.424
509.646,436.949,37.841,121.429,196.345,501.092,606.311,291.513,105.796,275.557
508.614,435.952,38.130,124.138,193.956,502.079,603.100,290.886,105.361,279.278
503.480,435.771,37.790,127.326,190.078,503.838,597.417,288.918,104.439,285.382
502.202,435.524,37.503,130.012,188.595,504.280,593.518,287.310,104.201,287.840
498.734,434.677,36.011,134.088,185.030,505.772,588.202,286.191,103.668,294.374
496.515,434.088,35.302,137.059,181.360,507.543,584.282,285.742,103.452,299.674
493.635,433.311,34.776,140.224,179.143,509.089,580.123,284.956,102.945,302.706
490.714,432.717,33.624,144.084,175.185,512.325,574.905,283.442,102.295,308.005
489.756,432.295,34.116,146.831,172.676,513.992,572.440,282.866,102.049,310.799
486.425,431.239,35.357,151.517,168.913,517.094,564.311,282.388,100.683,317.230
485.743,430.979,36.647,155.929,166.779,519.440,562.172,281.830,101.101,319.134
482.323,429.926,37.556,160.826,163.567,522.634,554.760,280.283,99.991,325.819
481.751,429.655,38.213,164.983,161.873,524.224,551.487,280.139,100.039,327.765
478.691,428.711,39.245,169.816,159.208,527.169,543.600,280.022,98.900,332.570
475.440,427.773,39.191,175.288,156.626,530.193,537.415,279.098,98.336,335.040
474.270,427.427,38.909,180.004,154.798,532.371,533.130,278.704,98.041,338.091
470.650,426.048,38.638,186.412,151.942,535.460,526.459,278.022,97.148,342.887
469.482,426.081,37.271,191.322,150.116,536.875,522.382,278.224,96.543,345.661
467.602,425.050,34.820,197.176,147.107,539.735,515.022,277.888,95.354,350.101
468.017,425.445,33.824,202.278,145.489,540.755,510.054,277.703,94.761,352.195
465.231,424.263,32.764,209.168,143.030,542.494,504.551,277.742,93.344,358.877
463.919,423.914,32.507,214.846,141.523,543.165,499.849,277.871,93.454,359.893
461.773,422.996,32.352,220.259,139.533,544.002,493.791,277.862,92.518,364.805
460.170,422.535,32.522,225.595,138.565,544.624,488.520,278.044,91.349,368.357
458.158,421.843,32.832,230.183,137.565,544.985,483.884,277.725,90.706,372.715
455.542,420.846,33.174,235.476,134.866,546.174,478.738,277.110,90.555,377.757
455.237,420.710,33.654,239.079,133.793,546.952,474.307,277.655,90.295,380.328
453.356,419.974,33.913,243.058,131.310,548.938,468.278,278.345,89.434,387.862
452.617,419.788,34.650,246.552,129.942,550.056,465.003,278.522,89.714,389.570
449.863,419.109,35.158,251.275,126.533,552.585,458.509,279.074,90.570,398.046
449.616,419.033,35.680,255.563,124.558,555.038,456.234,279.663,90.700,400.372
447.975,418.220,35.641,259.763,122.330,559.642,452.357,280.910,91.308,406.926
446.614,418.043,35.800,263.608,120.040,563.758,450.912,281.433,91.846,410.050
446.495,418.160,36.347,268.223,118.079,567.614,448.751,282.057,93.179,414.837
444.401,417.035,36.331,272.765,116.112,572.789,446.531,283.182,94.455,419.470
444.003,417.077,36.386,275.737,115.064,575.781,446.654,283.171,94.773,422.033
441.142,415.803,36.066,280.052,112.828,581.061,442.652,285.249,96.042,427.833
440.918,416.014,35.857,284.080,112.035,584.122,442.115,285.092,97.073,431.003
438.767,415.258,36.169,287.421,110.137,590.116,437.883,286.618,99.489,437.301
437.456,414.966,35.680,291.445,108.980,593.774,436.343,286.537,100.605,441.709
436.291,414.586,35.227,295.475,107.209,599.248,432.090,287.940,102.497,448.160
435.383,414.397,34.883,298.364,106.562,604.279,429.638,289.026,104.709,453.014
434.952,414.168,34.833,301.399,105.561,610.360,425.939,290.486,106.371,457.431
432.205,412.581,35.559,303.925,104.151,616.165,421.116,292.059,108.927,464.460
432.269,412.529,37.360,308.451,103.704,621.867,418.360,292.844,110.823,469.169
430.660,411.030,39.036,312.569,104.770,628.623,413.075,295.058,113.402,475.431
430.930,410.924,39.911,315.777,104.922,634.171,410.920,296.175,114.537,478.451
429.286,409.620,41.796,320.698,106.149,640.838,406.070,298.008,116.847,485.579
428.660,408.836,43.868,324.562,107.618,645.895,403.767,298.969,117.849,488.510
427.292,407.358,46.034,329.341,109.111,651.053,399.746,300.554,119.908,494.600
427.022,406.014,47.688,333.859,110.701,657.355,397.372,301.928,121.556,498.358
426.654,405.511,50.477,338.589,112.192,661.856,395.371,302.829,122.930,502.824
425.111,403.122,52.700,342.956,114.224,667.125,392.706,304.208,124.445,508.787
425.762,403.269,54.199,347.506,115.300,670.591,392.404,304.216,126.082,513.330
424.126,400.998,56.276,352.903,116.690,675.953,388.004,305.585,128.531,519.294
424.630,401.210,57.604,356.105,117.964,680.299,387.385,305.705,129.325,523.021
422.239,398.776,59.348,360.661,119.681,684.691,383.811,306.632,131.409,530.431
423.156,399.973,60.554,364.413,120.242,688.903,382.683,307.214,132.539,533.663
421.571,398.270,61.320,368.435,120.129,694.569,380.645,307.696,134.400,539.220
420.839,397.635,62.284,372.202,120.031,699.061,376.940,308.451,135.421,543.743
419.960,396.858,63.268,375.735,119.793,703.941,375.474,308.100,136.562,548.603
417.794,395.430,64.026,379.995,119.815,707.938,372.238,309.331,138.802,554.939
417.688,395.958,64.303,383.741,119.732,708.111,369.673,310.407,139.857,558.172
414.979,393.777,65.218,388.274,119.537,709.282,363.183,312.122,141.911,567.025
414.867,394.470,66.222,391.729,119.081,709.574,360.739,312.659,142.731,569.647
412.835,393.354,67.111,395.984,118.923,710.873,355.176,315.291,144.665,576.896
412.946,393.751,67.794,400.571,118.569,711.137,351.090,317.484,145.846,581.291
411.261,392.603,69.975,404.261,117.942,712.058,346.559,319.485,146.616,585.957
409.715,391.573,73.558,407.011,117.741,711.962,341.968,321.119,147.651,591.555
408.999,391.145,77.938,409.519,117.024,713.438,337.225,323.002,149.146,597.014
406.405,389.694,82.447,412.221,116.535,714.506,332.493,325.667,150.334,603.752
406.169,389.742,87.010,414.079,115.789,715.343,328.854,327.451,150.959,607.101
404.289,388.800,93.066,415.575,114.385,717.572,322.581,330.028,152.818,615.112
402.810,388.243,96.706,417.108,113.482,718.177,320.028,330.793,153.847,619.380
400.548,387.103,103.131,418.635,112.039,719.954,313.977,333.678,155.301,627.931
399.789,386.748,108.090,419.648,111.793,719.878,311.289,335.050,156.104,632.685
397.813,385.870,113.327,421.470,111.020,721.419,305.813,337.447,157.760,640.016
397.384,386.154,117.819,423.017,110.900,722.374,301.840,338.647,158.310,643.674
396.259,385.621,121.931,424.378,110.741,723.078,297.635,340.022,159.010,650.081
393.533,383.976,123.834,425.341,110.200,725.709,292.635,342.012,159.486,655.015
392.549,383.211,123.817,425.549,110.579,727.258,290.243,343.104,160.671,660.659
390.546,382.134,125.483,427.029,111.433,732.120,284.682,344.938,161.866,667.420
389.900,381.800,124.810,426.928,111.786,735.689,282.688,345.424,161.577,669.775
388.539,381.181,125.901,428.476,112.464,740.533,276.398,347.333,162.330,677.821
387.593,380.678,125.403,428.531,113.542,744.231,274.224,348.291,162.957,681.175
386.350,380.153,125.347,428.715,114.445,748.680,269.508,350.059,164.034,685.670
385.400,379.237,124.825,428.785,115.165,753.540,265.762,351.437,164.701,690.221
384.217,378.530,124.517,428.766,115.820,756.464,262.441,352.227,165.271,694.166
383.401,377.956,124.449,428.657,116.954,760.825,257.763,353.703,166.141,699.460
383.046,377.652,123.797,427.976,117.678,763.761,255.203,354.804,166.270,700.811
380.935,376.836,125.375,428.538,118.259,768.470,250.536,356.874,167.813,707.531
380.561,376.721,124.877,428.354,119.173,772.541,248.406,357.833,168.313,710.855
379.354,375.959,126.535,428.639,120.284,776.091,243.601,360.026,168.875,716.314
379.064,375.743,126.512,428.653,120.913,780.006,240.852,361.115,169.452,719.092
377.889,375.100,128.073,428.752,121.898,784.985,236.797,362.802,170.854,724.841
376.918,374.605,130.060,429.617,122.910,788.483,233.580,363.891,171.353,729.679
376.496,374.278,129.470,429.202,124.092,792.293,231.310,364.887,171.925,732.703
375.454,373.686,130.279,430.021,125.420,796.516,226.954,366.355,173.731,738.210
374.543,373.436,130.087,432.163,126.449,801.206,225.840,366.776,175.783,742.212
373.398,373.030,129.671,434.614,128.049,806.047,221.410,367.728,178.202,747.294
373.283,372.820,129.910,437.365,128.917,809.148,219.234,368.294,179.447,750.001
371.457,371.972,130.629,440.651,130.690,814.021,214.941,368.421,183.321,755.477
371.003,371.601,130.625,443.885,131.109,817.525,214.362,368.630,185.755,758.816
370.287,370.899,131.124,447.426,132.553,822.834,210.887,368.180,189.165,763.277
369.351,370.413,132.340,451.532,133.577,826.202,209.083,366.820,191.810,766.927
369.032,370.164,132.951,456.172,134.429,829.432,208.310,365.752,194.736,770.351
367.529,369.403,133.662,461.139,135.380,833.033,204.843,363.722,198.769,774.463
367.408,369.278,135.204,466.201,135.861,835.790,203.418,362.775,200.882,777.228
365.908,368.581,136.376,471.849,136.694,839.418,199.171,360.858,204.586,781.937
366.073,368.519,137.643,477.500,137.364,841.603,198.962,360.843,206.506,784.154
364.775,367.949,139.366,482.837,138.309,845.126,193.795,358.660,209.975,787.853
364.443,367.645,140.663,487.984,139.041,847.704,192.929,358.351,211.680,790.151
363.728,367.142,141.749,494.427,139.669,850.554,189.791,357.232,214.647,793.916
362.417,366.620,143.174,499.546,140.240,851.975,188.219,356.480,216.649,796.737
362.698,366.748,144.800,505.281,140.599,853.432,186.888,356.017,217.878,798.793
361.483,366.258,145.586,510.766,141.208,856.369,184.210,354.813,220.226,802.397
361.287,366.138,146.411,515.776,141.320,857.161,184.465,355.124,221.613,804.885
360.050,365.384,147.622,521.152,142.496,860.031,180.519,353.443,223.220,807.650
360.015,364.787,148.352,524.387,142.740,861.292,180.450,354.209,224.058,809.292
358.251,363.783,149.685,531.027,143.513,863.891,175.082,357.389,226.538,813.834
358.804,363.846,149.907,536.114,143.956,865.003,174.556,360.759,227.658,815.137
356.760,362.879,151.637,542.070,144.748,866.526,172.711,367.007,230.587,820.285
356.461,362.811,152.681,547.077,145.417,867.695,171.278,372.208,232.631,824.063
